,Unnamed: 0,delivery_id,customer_id,courier_id,vehicle_type,pickup_place,place_category,item_name,item_quantity,item_category_name,how_long_it_took_to_order,pickup_lat,pickup_lon,dropoff_lat,dropoff_lon,when_the_delivery_started,when_the_courier_arrived_at_pickup,when_the_courier_left_pickup,when_the_courier_arrived_at_dropoff,distance_crossed,courrier_timing,distance_m,timing_s,courrier_performance
32,151,1391093,146588,143261,bicycle,Sushi of Gari,Sushi,Ebi Shumai,1,Additional Appetizers,07:34.7,40.77156871,-73.95278683,40.7855606,-73.9546989,45:49.6,55:48.4,17:58.6,37:34.4,1.562155399,1 days 05:34:06,156.21553989999998,106446.0,1.4675566944741933
33,157,1358636,342107,116141,bicycle,The Kati Roll Company,Indian,Unda Chicken Roll Special,1,Rolls,06:54.3,40.7527676,-73.98493767,40.76745,-73.992028,24:25.3,34:45.6,42:05.3,55:25.3,1.736916309,0 days 23:40:03,173.6916309,85203.0,2.0385623851272845
34,163,1313148,175703,49875,bicycle,The Meatball Shop,Italian,Classic Beef Hero,1,Heroes,05:10.9,40.74596311,-74.00169729,40.741815,-73.992895,13:05.5,13:46.1,26:14.4,32:25.3,0.874584219,0 days 06:51:05,87.4584219,24665.0,3.5458512831948106
35,164,1480991,94480,30774,bicycle,TAO,Japanese,Jasmine White Rice,1,Sophisticated Noodles and Rice,09:58.8,40.76285776,-73.971619,40.7735382,-73.9621981,00:31:41,53:32.7,00:05:24,15:33.2,1.428072522,1 days 08:00:09,142.8072522,115209.0,1.2395494466578132
36,170,1439953,385150,32580,bicycle,Blue Ribbon Sushi,Japanese,Shumai,1,Appetizers,06:36.3,40.72610966,-74.00249186,40.7810682,-73.9519127,14:17.6,41:08.5,00:43.4,25:14.6,7.44928056,2 days 03:22:01,744.928056,184921.0,4.028358358434142
37,180,1340289,59105,158266,scooter,Sushi of Gari 46,Sushi,Yellowtail with Jalapeno Sushi,1,Sushi,14:22.6,40.76065444,-73.98958275,40.743701,-73.987386,21:37.4,29:55.9,09:18.7,24:52.6,1.891782664,0 days 23:52:04,189.17826639999998,85924.0,2.201692965876821
38,188,1301872,88078,137090,bicycle,RedFarm Hudson,Chinese,Shrimp & Snow Pea Leaf Dumplings (4),1,Dim Sum,19:42.9,40.73421385,-74.00620203,40.7476322,-74.0062985,45:20.7,50:59.6,24:51.9,34:03.7,1.490115332,0 days 14:50:07,149.0115332,53407.0,2.7901124047409516
39,192,1366096,126798,58695,bicycle,Cafe Mogador,Middle Eastern,Moroccan Iced Tea,1,Cold Drinks,11:27.8,40.727293,-73.984517,40.72473426,-73.98115693,11:39.5,20:47.8,43:07.9,46:30.1,0.401645224,0 days 12:30:05,40.1645224,45005.0,0.8924457815798245
40,193,1314681,366975,123581,bicycle,Blue Ribbon Sushi Bar & Grill,Japanese,Spicy Lobster Roll,1,Maki (Special Rolls),06:42.7,40.76765291,-73.98292546,40.77143706,-73.98931683,02:50.5,24:17.3,37:43.3,46:58.5,0.683935582,1 days 06:42:00,68.3935582,110520.0,0.6188342218602968
41,194,1309812,37692,138057,car,Empanada Mama (closed),Mexican,Banana Milkshake,2,Natural Fruit Shakes,06:05.8,40.764217,-73.988321,40.748328,-73.99018,00:02:37,19:50.4,31:10.5,51:46.2,1.771430227,1 days 13:49:01,177.1430227,136141.0,1.301173215269463
42,198,1435705,151789,140684,bicycle,sweetgreen,Salad,Roasted Turkey + Fall Vegetables,1,Signatures,03:01.4,40.74507859,-73.98882151,40.7506213,-73.9862915,00:47:18,52:34.9,00:13:55,19:05.4,0.651545467,0 days 10:27:03,65.1545467,37623.0,1.7317743587699013
43,200,1309357,197633,28765,bicycle,Sushi of Gari 46,Sushi,Kani Shumai,1,Appetizers,14:15.2,40.76065444,-73.98958275,40.75133575,-74.00376571,02:54.7,17:14.6,47:03.4,00:58:35,1.582816028,1 days 01:51:05,158.2816028,93065.0,1.7007640122495031
44,209,1439941,117276,152741,car,RedFarm Broadway,Chinese,Three Chili Chicken,1,Mains,08:27.3,40.7821167,-73.9807391,40.76803431,-73.9575779,13:41.8,27:32.3,42:16.4,54:22.7,2.50374326,1 days 01:56:08,250.37432599999997,93368.0,2.681586046611258
45,211,1410187,300003,154990,bicycle,Grand Sichuan International,Chinese,Vegetable Roll,2,Appetizers,05:38.3,40.74738419,-74.00096687,40.7518109,-74.0018238,08:09.7,11:54.1,28:43.7,37:01.5,0.4968806,0 days 12:02:02,49.68806,43322.0,1.1469475093485988
46,213,1310141,115610,58695,bicycle,Delicatessen,American,Award Winning Pan Roasted Chicken Thigh Sandwich,1,Entrees,11:07.4,40.72370271,-73.99634312,40.72357217,-74.01085812,41:14.8,42:11.2,19:12.1,30:19.9,1.226394536,0 days 12:04:02,122.6394536,43442.0,2.8230618663965745
47,227,1341064,359768,49223,bicycle,The Grey Dog - University,Coffee,Chicken Tenders,1,Small Plates,02:21.4,40.73378729,-73.99303526,40.7365268,-73.9815019,50:54.8,59:29.3,11:49.3,20:27.7,1.020628941,0 days 17:12:09,102.0628941,61929.0,1.648063009252531
48,228,1413866,62692,105427,bicycle,One Lucky Duck - Juice & Takeaway,Vegetarian,Taco Salad,1,Salads,09:08.9,40.735725,-73.98712647,40.7424033,-73.9864666,44:22.7,46:59.2,02:20.1,20:16.6,0.743709162,0 days 20:33:00,74.37091620000001,73980.0,1.0052840794809408
49,247,1375149,67538,34667,bicycle,Lure Fishbar,Seafood,Spicy Big Eye Tuna,1,Rolls: Cut or Hand,12:20.2,40.72463457,-73.99840236,40.731172,-74.009934,03:07.2,22:27.2,34:13.9,41:50.4,1.21494592,1 days 02:56:05,121.49459199999998,96965.0,1.2529736709121846
50,251,1325815,78318,48430,bicycle,RedFarm Hudson,Chinese,Katz�۪s Pastrami Egg Roll (1),1,Dim Sum,05:40.5,40.73421385,-74.00620203,40.7298647,-74.0042959,25:22.7,26:44.2,51:03.9,58:56.1,0.50910239,0 days 09:13:07,50.910239000000004,33187.0,1.5340416126796639
51,252,1474543,104358,52826,bicycle,Taim Falafel and Smoothie Bar,Food Truck,Date-Lime-Banana,2,Smoothies,06:41.9,40.73595141,-74.00176042,40.7342199,-73.9902554,06:18.7,08:50.4,21:40.4,31:16.1,0.990681462,0 days 12:07:04,99.0681462,43624.0,2.270955121034293
52,255,1324679,54110,45026,bicycle,Tamarind TriBeCa,Indian,Tamarind Rice,1,Basmati Degh Rice,02:56.3,40.71926893,-74.00874988,40.743635,-74.006331,00:39:01,44:44.9,06:34.4,00:25:14,2.713525425,1 days 00:23:05,271.35254249999997,87785.0,3.0911037477929026
53,260,1475520,117810,104533,bicycle,Momoya,Sushi,Crispy Rice,1,Signature Roll,10:08.8,40.78407726,-73.97762241,40.7843123,-73.951934,53:46.9,55:37.7,21:19.9,30:36.4,2.16849021,0 days 11:07:03,216.849021,40023.0,5.418110111685781
54,266,1295874,348352,133293,bicycle,Olea,Mediterranean,Whole-Grain Farro Pasta,1,Appetizers,06:51.8,40.687689,-73.970745,40.686281,-73.963058,27:46.7,32:44.7,00:10.5,05:11.7,0.668343719,0 days 09:59:02,66.8343719,35942.0,1.8595062016582269
55,268,1309073,84087,90681,bicycle,The Meatball Shop,Italian,Chicken,1,Naked Balls,03:03.8,40.74596311,-74.00169729,40.746516,-73.987214,15:28.8,17:22.1,31:12.4,00:41:04,1.224755721,0 days 11:44:09,122.4755721,42249.0,2.8988987218632394
56,270,1350002,120385,22502,bicycle,Westville Hudson,American,NY Strip Steak Sandwich,1,Sandwiches,05:48.1,40.72703111,-74.00751114,40.721293,-73.994055,14:32.9,29:05.8,40:41.6,49:33.4,1.303243577,0 days 23:24:07,130.3243577,84247.0,1.5469317328806962
57,273,1366200,70456,94865,bicycle,Parm,Italian,Chicken Parm,1,Sandwiches,04:46.0,40.72301983,-73.995854,40.746611,-73.985382,34:20.1,58:47.5,06:34.8,22:01.6,2.765084141,1 days 15:54:02,276.5084141,143642.0,1.9249830418679772
58,281,1340422,182252,133004,bicycle,Five Leaves,American,House Made Ricotta,1,Starters,10:31.8,40.72360525,-73.95165604,40.71021966,-73.96635046,38:18.1,42:39.3,30:57.4,47:14.9,1.936770897,0 days 20:38:07,193.67708969999998,74287.0,2.607146468426508
59,282,1291979,88508,100390,bicycle,Baz Bagel and Restaurant,Breakfast,Egg & Cheese Sandwich,2,Eggs,04:02.2,40.71925155,-73.99776157,40.7247659,-74.0073969,19:35.6,29:55.1,42:14.3,50:40.2,1.018670717,0 days 18:45:04,101.8670717,67504.0,1.5090523776368807
60,285,1350002,120385,22502,bicycle,Westville Hudson,American,Grilled Marinated Chicken Breast,1,Plates,05:48.1,40.72703111,-74.00751114,40.721293,-73.994055,14:32.9,29:05.8,40:41.6,49:33.4,1.303243577,0 days 23:24:07,130.3243577,84247.0,1.5469317328806962
61,293,1458607,148168,91807,walker,P.J. Clarke's,American,"""The Cadillac""",1,P.J. Clarke's Hamburgers,05:00.5,40.75893876,-73.96853113,40.744452,-73.9899827,38:57.5,48:36.4,02:15.7,16:20.9,2.422787933,0 days 23:44:01,242.2787933,85441.0,2.835626845425498
62,303,1410399,116552,20962,walker,Han Dynasty,Chinese,Dry Pepper Style,1,Entrees,02:40.0,40.732213,-73.988072,40.7615762,-73.9653337,35:45.6,37:07.5,15:27.4,32:46.5,3.784233108,0 days 18:41:00,378.4233108,67260.0,5.626275807314898
63,305,1427383,41318,143085,car,Caf̩ Select,German,2 Eggs Any Style Over R̦sti,1,Breakfast (Daily 8am-5pm),07:32.3,40.72164844,-73.99753332,40.720866,-73.999256,00:23.7,13:28.3,00:28:18,29:23.6,0.169509763,0 days 14:10:02,16.9509763,51002.0,0.33235905062546567
64,306,1309954,142773,144919,bicycle,Hibino,Japanese,Shrimp Tempura Roll,1,Rolls,03:40.3,40.69014791,-73.99631112,40.6912119,-73.9921824,19:34.3,29:50.7,39:40.4,43:52.5,0.368448111,0 days 14:28:05,36.8448111,52085.0,0.7073977363924354
65,316,1473035,42781,68208,bicycle,sweetgreen,Salad,Spicy Sabzi (V),1,Signatures,06:41.4,40.74507859,-73.98882151,40.751771,-73.987337,44:25.6,57:12.9,17:03.2,29:00.1,0.753686619,1 days 00:44:02,75.3686619,89042.0,0.8464394544147706
66,337,1346178,88201,41959,bicycle,J. G. Melon,Burger,Cottage Fried Potatoes,1,Main Menu,06:54.2,40.77113521,-73.9596231,40.7811695,-73.9562204,19:20.5,21:49.7,30:09.8,00:40:00,1.15073332,0 days 12:19:04,115.07333200000001,44344.0,2.5950147032292983
67,347,1300896,63020,145255,bicycle,The Odeon,American,Croque Monsieur,1,Sandwiches,09:12.5,40.71701346,-74.00812268,40.72205762,-73.9967726,00:27.2,07:09.2,22:29.6,31:01.4,1.110586216,0 days 15:13:08,111.0586216,54788.0,2.0270610644666713
68,354,1460269,124596,7833,bicycle,RedFarm Hudson,Chinese,Pan-Fried Lamb Dumplings (4),1,Dim Sum,04:15.8,40.73421385,-74.00620203,40.727478,-74.003654,52:06.2,53:34.5,27:24.1,32:19.8,0.778361828,0 days 06:24:00,77.8361828,23040.0,3.378306545138889
69,358,1306802,183004,104533,bicycle,Bread & Butter,Deli,Blueberry Pancakes,1,French Toast/Pancakes,16:09.5,40.74379023,-73.98389161,40.7608166,-73.9682882,00:44:50,51:41.3,32:01.5,52:10.9,2.304628977,1 days 03:00:07,230.4628977,97207.0,2.370846726058823
70,361,1340787,47280,22502,bicycle,Blue Ribbon Sushi,Japanese,House Salad,1,Salads,04:27.4,40.72610966,-74.00249186,40.724888,-74.010099,21:08.6,52:47.8,02:53.5,09:08.6,0.656838767,1 days 13:54:03,65.6838767,136443.0,0.4814015867431822
71,372,1437531,222433,158227,bicycle,sweetgreen,Salad,Guacamole Greens,1,Signatures,09:48.1,40.72132319,-74.00973201,40.7179397,-74.0046654,17:41.2,26:03.1,00:37:23,45:02.1,0.56958564,0 days 16:01:00,56.958564,57660.0,0.9878349635796048
72,379,1356612,110384,72480,car,The Meatball Shop,Italian,Chicken,2,Naked Balls,06:39.3,40.77149125,-73.95633415,40.7658174,-73.9634732,03:29.4,26:53.6,34:13.6,45:38.4,0.871948549,1 days 10:49:00,87.1948549,125340.0,0.6956666259773416
73,387,1362282,157578,7833,bicycle,P.J. Clarke's,American,3rd Ave Jumbo Shrimp Chopped Salad,1,Entree Salads,08:58.4,40.75893876,-73.96853113,40.7679804,-73.9648903,33:35.3,44:55.8,05:14.6,12:04.8,1.050074494,0 days 18:10:07,105.0074494,65407.0,1.6054466555567446
74,390,1329635,114476,136851,bicycle,Zero Otto Nove,Italian,La Vincenzo,1,Pizza,17:03.2,40.74082036,-73.99148807,40.7465483,-74.0086102,17:10.6,36:54.3,43:43.5,58:16.3,1.579848152,1 days 10:16:05,157.9848152,123365.0,1.2806291508936896
75,396,1413869,49620,49875,bicycle,Cafe Habana,Mexican,Cuban Sandwich,1,Tortas y Burritos,08:20.1,40.7228417,-73.99411647,40.737975,-74.002922,44:47.9,52:15.3,07:35.5,18:29.4,1.837805151,0 days 18:21:03,183.7805151,66063.0,2.781897811180237
76,399,1400494,59221,57186,bicycle,The Palm,Steak,Filet Mignon 14 oz,1,Steaks & Chops,08:21.6,40.76193686,-73.98542197,40.7882044,-73.9756009,33:26.7,47:14.3,12:04.2,30:34.5,3.032538418,1 days 08:17:09,303.25384180000003,116229.0,2.609106520747834
77,408,1323353,318689,99219,bicycle,Olive Garden,Italian,Lasagna Fritta,1,Antipasti,08:25.8,40.75930175,-73.98495913,40.7432177,-74.0073429,29:35.4,29:48.7,02:41.1,19:22.1,2.60068259,0 days 16:54:03,260.068259,60843.0,4.2744154463126405
78,415,1458212,186473,114469,bicycle,Blue Ribbon Sushi,Japanese,Sushi Deluxe,1,Platters,06:19.9,40.72610966,-74.00249186,40.7393847,-73.9924463,09:25.3,14:06.2,26:33.7,39:07.3,1.700970587,0 days 17:14:05,170.0970587,62045.0,2.741511140301394
79,427,1482784,241719,39733,bicycle,Blue Ribbon Sushi Izakaya,Japanese,Seasonal Vegetable,1,Soups,04:28.3,40.72197958,-73.98814821,40.7069298,-74.0086171,14:41.7,15:11.1,00:36:01,51:55.6,2.405095274,0 days 16:24:00,240.50952739999997,59040.0,4.0736708570460705
80,436,1461203,46947,118659,walker,Crema Restaurante,Mexican,Guacamole Combo,1,For the Table,04:35.0,40.73962102,-73.99597922,40.732827,-73.996405,06:32.2,41:30.4,48:45.2,57:30.1,0.755324607,1 days 19:43:01,75.5324607,157381.0,0.47993379569325395
81,451,1385849,54809,161295,car,J. G. Melon,Burger,Cheeseburger,2,Main Menu,04:28.9,40.77113521,-73.9596231,40.773515,-73.978841,32:27.8,49:17.7,02:37.7,18:28.8,1.643834962,1 days 08:41:00,164.3834962,117660.0,1.3971060360360361
82,462,1407677,68775,61900,bicycle,Sushi of Gari Tribeca,Japanese,Spicy Scallop,1,Hand Roll,10:18.7,40.71672576,-74.00825065,40.720227,-74.002111,04:10.5,39:01.2,42:39.6,48:02.4,0.648286231,1 days 16:13:05,64.8286231,144785.0,0.44775786925441174
83,465,1470810,175327,39733,bicycle,Nobu Next Door,Sushi,Yellowtail Sashimi with Jalapeno,3,Dinner Cold Dishes,06:42.8,40.71938641,-74.0086925,40.732029,-74.003219,00:30:39,32:13.5,12:03.4,00:22:34,1.478135119,0 days 12:05:01,147.8135119,43501.0,3.3979336543987495
84,468,1362670,91105,3296,bicycle,Cafe Mogador,Middle Eastern,Roasted Halumi Cheese,1,Appetizers,16:12.2,40.727293,-73.984517,40.744939,-73.976998,29:47.3,34:32.1,18:52.5,28:44.2,2.059925386,0 days 14:36:05,205.99253860000002,52565.0,3.9188155350518405
85,473,1302788,231061,39443,bicycle,Han Dynasty,Chinese,Lo Mein,1,Kids/Baby Adults,08:04.4,40.732213,-73.988072,40.744708,-73.9908567,29:24.1,46:31.8,11:53.4,25:03.7,1.407350773,1 days 06:18:00,140.7350773,109080.0,1.2902005619728638
86,474,1383453,46219,48430,bicycle,The Meatball Shop,American,Classic Beef Hero,1,Heroes,02:11.0,40.73613088,-74.0006483,40.7371765,-74.0084423,35:19.5,57:00.2,04:50.2,11:30.3,0.668513951,1 days 04:20:08,66.8513951,102008.0,0.6553544339659635
87,484,1399605,374435,37696,bicycle,One Lucky Duck - Juice & Takeaway,Vegetarian,Chocolate Ganache Tart,1,Sweets,12:41.0,40.735725,-73.98712647,40.742855,-73.977551,16:39.7,31:25.6,49:15.2,56:28.4,1.131843895,0 days 21:59:01,113.18438950000001,79141.0,1.4301612249023896
88,492,1341402,373523,111793,car,Tamarind TriBeCa,Indian,Chicken Tikka Masala,2,Chicken (Murg),08:40.4,40.71926893,-74.00874988,40.7186175,-74.0047742,21:18.9,37:12.7,10:24.8,15:56.9,0.343612567,0 days 21:25:09,34.3612567,77109.0,0.4456192753115719
89,497,1470557,152786,122124,bicycle,Cafe Habana,Mexican,Flan,1,Side Orders,06:31.5,40.7228417,-73.99411647,40.747184,-73.97245,01:50.5,04:57.4,17:47.9,35:36.9,3.264476444,0 days 20:55:09,326.4476444,75309.0,4.334775981622382
90,503,1470276,338910,118093,scooter,Caf̩ China,Chinese,Spicy Chengdu Wonton,1,Dim Sum,02:41.9,40.749902,-73.982187,40.7520764,-74.0010156,23:46.2,31:19.3,41:29.2,52:13.6,1.608324122,0 days 18:17:05,160.8324122,65825.0,2.4433332654766424
91,504,1325796,325285,104533,bicycle,RedFarm Hudson,Chinese,"Crispy Skin Smoked Chicken, Garlic",2,Mains,14:37.5,40.73421385,-74.00620203,40.717522,-73.992723,22:22.9,40:51.7,00:31:23,47:40.4,2.175454243,1 days 10:46:02,217.54542429999998,125162.0,1.7381108027995715
92,524,1345779,71825,9549,bicycle,sweetgreen,Salad,Kale Caesar,1,Signatures,05:41.1,40.72132319,-74.00973201,40.7204777,-74.0022118,35:11.7,42:23.2,06:43.8,14:28.7,0.642275375,0 days 14:56:04,64.2275375,53764.0,1.194619773454356
