,delivery_id,customer_id,courier_id,vehicle_type,pickup_place,place_category,item_name,item_quantity,item_category_name,how_long_it_took_to_order,pickup_lat,pickup_lon,dropoff_lat,dropoff_lon,when_the_delivery_started,when_the_courier_arrived_at_pickup,when_the_courier_left_pickup,when_the_courier_arrived_at_dropoff,distance_crossed,courrier_timing
86,1416043,133844,157415,car,Parm,Italian,House Roasted Turkey,1,Sandwiches,02:11.0,40.72301983,-73.995854,40.71882111,-73.98280562,23:42.7,28:32.4,33:23.6,50:58.5,1.196990274,22:24.6
88,1294451,148459,150915,bicycle,The Kati Roll Company,Indian,Chicken Tikka Roll,1,Rolls,03:34.7,40.72951,-74.000865,40.7321662,-73.9886273,19:02.2,20:16.3,29:35.9,57:10.6,1.075055728,28:48.8
101,1469623,400766,143085,car,The Meatball Shop,Italian,Vegetable,1,Naked Balls,06:10.1,40.77149125,-73.95633415,40.8089292,-73.9613646,40:26.6,49:21.6,17:28.4,45:26.2,4.179102361,36:52.8
103,1409918,370405,124514,bicycle,Haveli Indian Restaurant,Indian,Shahi Korma,1,Traditional Dishes,03:51.2,40.7271708,-73.9885098,40.741234,-74.000565,37:55.7,40:36.5,02:27.1,17:35.6,1.864378302,17:49.3
104,1356155,376993,133293,bicycle,Emporio,Italian,Spicy Sopressata,1,Pizza,10:47.5,40.72263479,-73.99535031,40.72413127,-73.99993035,46:41.1,47:43.1,10:02.7,21:25.1,0.421124668,12:24.4
109,1336187,297130,157975,bicycle,Blue Ribbon Sushi,Japanese,King Crab,1,Taiheiyo (Pacific Ocean),04:27.2,40.72610966,-74.00249186,40.735797,-74.000366,40:43.5,48:58.4,09:32.4,17:00.8,1.090653279,15:43.3
111,1479832,60477,61900,bicycle,The Grey Dog - Mulberry,Coffee,Peanut Butter & Jelly,1,Michigan Sandwiches,05:57.2,40.723096,-73.995774,40.727405,-73.991802,26:21.4,28:32.8,46:52.2,54:52.1,0.584445662,10:11.3
113,1418789,97079,39733,bicycle,Donburi-ya,Japanese,Jidori Katsu-Don,1,Donburi Dinner,04:18.0,40.75446491,-73.9731457,40.76460273,-73.98010481,03:51.2,13:41.8,35:01.7,45:42.2,1.269932061,20:31.1
115,1365600,140521,43955,bicycle,sweetgreen,Salad,"Apples, Pears + Organic Cheddar",2,Signatures,09:09.0,40.72132319,-74.00973201,40.7246814,-73.9954465,18:23.5,51:07.9,00:04:28,15:00.4,1.26323267,43:16.8
117,1295658,350083,81503,car,Sushi of Gari 46,Sushi,Yellowtail Sushi,2,Sushi,05:57.7,40.76065444,-73.98958275,40.7951002,-73.9655589,07:00.8,18:18.4,28:05.8,42:58.2,4.329542367,26:10.0
125,1328988,255435,144384,bicycle,Lure Fishbar,Seafood,Organic Farro Salad,1,Lunch Soups & Salads,06:00.7,40.72463457,-73.99840236,40.7435682,-73.9724053,49:31.8,00:54:59,15:19.2,34:20.7,3.040280879,24:28.7
126,1386459,331143,104533,bicycle,Waverly Diner,American,Jalape̱o Poppers,2,Appetizers & Finger Foods,06:38.1,40.73301222,-74.00005605,40.732486,-73.996585,14:29.8,36:13.1,52:07.8,55:43.3,0.298980147,25:18.8
127,1362953,126204,104989,bicycle,Pio Pio,South American,Ensalada de Avocado,1,La Primaveras,05:23.1,40.74551114,-73.97760519,40.7644118,-73.9639728,07:35.9,28:11.4,40:31.6,55:37.5,2.393878841,35:41.4
133,1413712,367800,43955,bicycle,sweetgreen,Salad,Organic Butternut Squash (Big),1,Soup,06:54.3,40.74507859,-73.98882151,40.7589426,-73.9793564,09:28.6,13:18.7,39:08.7,52:24.8,1.734718256,17:06.2
138,1338571,62929,30743,bicycle,Bareburger,Burger,Barest Burger,1,Bareburgers,06:55.4,40.72847826,-73.99839184,40.721723,-74.004688,34:20.8,40:20.1,52:57.7,58:50.1,0.919611725,11:51.7
142,1416029,173667,124897,bicycle,Osteria Morini,Italian,Branzino,1,Entrees,03:59.5,40.72195256,-73.997737,40.71876068,-74.00253589,23:42.1,26:21.9,40:40.1,46:10.5,0.538546911,08:10.2
148,1345722,42153,30743,bicycle,Blue Smoke,BBQ,North Carolina Salt Peanuts,1,Starters & Salads,13:58.1,40.742334,-73.9838552,40.7382555,-74.0059417,28:17.9,39:38.6,00:01:38,14:29.1,1.919718514,24:11.8
151,1391093,146588,143261,bicycle,Sushi of Gari,Sushi,Ebi Shumai,1,Additional Appetizers,07:34.7,40.77156871,-73.95278683,40.7855606,-73.9546989,45:49.6,55:48.4,17:58.6,37:34.4,1.562155399,29:34.6
157,1358636,342107,116141,bicycle,The Kati Roll Company,Indian,Unda Chicken Roll Special,1,Rolls,06:54.3,40.7527676,-73.98493767,40.76745,-73.992028,24:25.3,34:45.6,42:05.3,55:25.3,1.736916309,23:40.3
163,1313148,175703,49875,bicycle,The Meatball Shop,Italian,Classic Beef Hero,1,Heroes,05:10.9,40.74596311,-74.00169729,40.741815,-73.992895,13:05.5,13:46.1,26:14.4,32:25.3,0.874584219,06:51.5
164,1480991,94480,30774,bicycle,TAO,Japanese,Jasmine White Rice,1,Sophisticated Noodles and Rice,09:58.8,40.76285776,-73.971619,40.7735382,-73.9621981,00:31:41,53:32.7,00:05:24,15:33.2,1.428072522,32:00.9
170,1439953,385150,32580,bicycle,Blue Ribbon Sushi,Japanese,Shumai,1,Appetizers,06:36.3,40.72610966,-74.00249186,40.7810682,-73.9519127,14:17.6,41:08.5,00:43.4,25:14.6,7.44928056,51:22.1
180,1340289,59105,158266,scooter,Sushi of Gari 46,Sushi,Yellowtail with Jalapeno Sushi,1,Sushi,14:22.6,40.76065444,-73.98958275,40.743701,-73.987386,21:37.4,29:55.9,09:18.7,24:52.6,1.891782664,23:52.4
188,1301872,88078,137090,bicycle,RedFarm Hudson,Chinese,Shrimp & Snow Pea Leaf Dumplings (4),1,Dim Sum,19:42.9,40.73421385,-74.00620203,40.7476322,-74.0062985,45:20.7,50:59.6,24:51.9,34:03.7,1.490115332,14:50.7
192,1366096,126798,58695,bicycle,Cafe Mogador,Middle Eastern,Moroccan Iced Tea,1,Cold Drinks,11:27.8,40.727293,-73.984517,40.72473426,-73.98115693,11:39.5,20:47.8,43:07.9,46:30.1,0.401645224,12:30.5
193,1314681,366975,123581,bicycle,Blue Ribbon Sushi Bar & Grill,Japanese,Spicy Lobster Roll,1,Maki (Special Rolls),06:42.7,40.76765291,-73.98292546,40.77143706,-73.98931683,02:50.5,24:17.3,37:43.3,46:58.5,0.683935582,30:42.0
194,1309812,37692,138057,car,Empanada Mama (closed),Mexican,Banana Milkshake,2,Natural Fruit Shakes,06:05.8,40.764217,-73.988321,40.748328,-73.99018,00:02:37,19:50.4,31:10.5,51:46.2,1.771430227,37:49.1
198,1435705,151789,140684,bicycle,sweetgreen,Salad,Roasted Turkey + Fall Vegetables,1,Signatures,03:01.4,40.74507859,-73.98882151,40.7506213,-73.9862915,00:47:18,52:34.9,00:13:55,19:05.4,0.651545467,10:27.3
200,1309357,197633,28765,bicycle,Sushi of Gari 46,Sushi,Kani Shumai,1,Appetizers,14:15.2,40.76065444,-73.98958275,40.75133575,-74.00376571,02:54.7,17:14.6,47:03.4,00:58:35,1.582816028,25:51.5
209,1439941,117276,152741,car,RedFarm Broadway,Chinese,Three Chili Chicken,1,Mains,08:27.3,40.7821167,-73.9807391,40.76803431,-73.9575779,13:41.8,27:32.3,42:16.4,54:22.7,2.50374326,25:56.8
211,1410187,300003,154990,bicycle,Grand Sichuan International,Chinese,Vegetable Roll,2,Appetizers,05:38.3,40.74738419,-74.00096687,40.7518109,-74.0018238,08:09.7,11:54.1,28:43.7,37:01.5,0.4968806,12:02.2
213,1310141,115610,58695,bicycle,Delicatessen,American,Award Winning Pan Roasted Chicken Thigh Sandwich,1,Entrees,11:07.4,40.72370271,-73.99634312,40.72357217,-74.01085812,41:14.8,42:11.2,19:12.1,30:19.9,1.226394536,12:04.2
227,1341064,359768,49223,bicycle,The Grey Dog - University,Coffee,Chicken Tenders,1,Small Plates,02:21.4,40.73378729,-73.99303526,40.7365268,-73.9815019,50:54.8,59:29.3,11:49.3,20:27.7,1.020628941,17:12.9
228,1413866,62692,105427,bicycle,One Lucky Duck - Juice & Takeaway,Vegetarian,Taco Salad,1,Salads,09:08.9,40.735725,-73.98712647,40.7424033,-73.9864666,44:22.7,46:59.2,02:20.1,20:16.6,0.743709162,20:33.0
247,1375149,67538,34667,bicycle,Lure Fishbar,Seafood,Spicy Big Eye Tuna,1,Rolls: Cut or Hand,12:20.2,40.72463457,-73.99840236,40.731172,-74.009934,03:07.2,22:27.2,34:13.9,41:50.4,1.21494592,26:56.5
251,1325815,78318,48430,bicycle,RedFarm Hudson,Chinese,Katz�۪s Pastrami Egg Roll (1),1,Dim Sum,05:40.5,40.73421385,-74.00620203,40.7298647,-74.0042959,25:22.7,26:44.2,51:03.9,58:56.1,0.50910239,09:13.7
252,1474543,104358,52826,bicycle,Taim Falafel and Smoothie Bar,Food Truck,Date-Lime-Banana,2,Smoothies,06:41.9,40.73595141,-74.00176042,40.7342199,-73.9902554,06:18.7,08:50.4,21:40.4,31:16.1,0.990681462,12:07.4
255,1324679,54110,45026,bicycle,Tamarind TriBeCa,Indian,Tamarind Rice,1,Basmati Degh Rice,02:56.3,40.71926893,-74.00874988,40.743635,-74.006331,00:39:01,44:44.9,06:34.4,00:25:14,2.713525425,24:23.5
260,1475520,117810,104533,bicycle,Momoya,Sushi,Crispy Rice,1,Signature Roll,10:08.8,40.78407726,-73.97762241,40.7843123,-73.951934,53:46.9,55:37.7,21:19.9,30:36.4,2.16849021,11:07.3
266,1295874,348352,133293,bicycle,Olea,Mediterranean,Whole-Grain Farro Pasta,1,Appetizers,06:51.8,40.687689,-73.970745,40.686281,-73.963058,27:46.7,32:44.7,00:10.5,05:11.7,0.668343719,09:59.2
268,1309073,84087,90681,bicycle,The Meatball Shop,Italian,Chicken,1,Naked Balls,03:03.8,40.74596311,-74.00169729,40.746516,-73.987214,15:28.8,17:22.1,31:12.4,00:41:04,1.224755721,11:44.9
270,1350002,120385,22502,bicycle,Westville Hudson,American,NY Strip Steak Sandwich,1,Sandwiches,05:48.1,40.72703111,-74.00751114,40.721293,-73.994055,14:32.9,29:05.8,40:41.6,49:33.4,1.303243577,23:24.7
273,1366200,70456,94865,bicycle,Parm,Italian,Chicken Parm,1,Sandwiches,04:46.0,40.72301983,-73.995854,40.746611,-73.985382,34:20.1,58:47.5,06:34.8,22:01.6,2.765084141,39:54.2
281,1340422,182252,133004,bicycle,Five Leaves,American,House Made Ricotta,1,Starters,10:31.8,40.72360525,-73.95165604,40.71021966,-73.96635046,38:18.1,42:39.3,30:57.4,47:14.9,1.936770897,20:38.7
282,1291979,88508,100390,bicycle,Baz Bagel and Restaurant,Breakfast,Egg & Cheese Sandwich,2,Eggs,04:02.2,40.71925155,-73.99776157,40.7247659,-74.0073969,19:35.6,29:55.1,42:14.3,50:40.2,1.018670717,18:45.4
285,1350002,120385,22502,bicycle,Westville Hudson,American,Grilled Marinated Chicken Breast,1,Plates,05:48.1,40.72703111,-74.00751114,40.721293,-73.994055,14:32.9,29:05.8,40:41.6,49:33.4,1.303243577,23:24.7
293,1458607,148168,91807,walker,P.J. Clarke's,American,"""The Cadillac""",1,P.J. Clarke's Hamburgers,05:00.5,40.75893876,-73.96853113,40.744452,-73.9899827,38:57.5,48:36.4,02:15.7,16:20.9,2.422787933,23:44.1
303,1410399,116552,20962,walker,Han Dynasty,Chinese,Dry Pepper Style,1,Entrees,02:40.0,40.732213,-73.988072,40.7615762,-73.9653337,35:45.6,37:07.5,15:27.4,32:46.5,3.784233108,18:41.0
305,1427383,41318,143085,car,Caf̩ Select,German,2 Eggs Any Style Over R̦sti,1,Breakfast (Daily 8am-5pm),07:32.3,40.72164844,-73.99753332,40.720866,-73.999256,00:23.7,13:28.3,00:28:18,29:23.6,0.169509763,14:10.2
306,1309954,142773,144919,bicycle,Hibino,Japanese,Shrimp Tempura Roll,1,Rolls,03:40.3,40.69014791,-73.99631112,40.6912119,-73.9921824,19:34.3,29:50.7,39:40.4,43:52.5,0.368448111,14:28.5
316,1473035,42781,68208,bicycle,sweetgreen,Salad,Spicy Sabzi (V),1,Signatures,06:41.4,40.74507859,-73.98882151,40.751771,-73.987337,44:25.6,57:12.9,17:03.2,29:00.1,0.753686619,24:44.2
337,1346178,88201,41959,bicycle,J. G. Melon,Burger,Cottage Fried Potatoes,1,Main Menu,06:54.2,40.77113521,-73.9596231,40.7811695,-73.9562204,19:20.5,21:49.7,30:09.8,00:40:00,1.15073332,12:19.4
347,1300896,63020,145255,bicycle,The Odeon,American,Croque Monsieur,1,Sandwiches,09:12.5,40.71701346,-74.00812268,40.72205762,-73.9967726,00:27.2,07:09.2,22:29.6,31:01.4,1.110586216,15:13.8
354,1460269,124596,7833,bicycle,RedFarm Hudson,Chinese,Pan-Fried Lamb Dumplings (4),1,Dim Sum,04:15.8,40.73421385,-74.00620203,40.727478,-74.003654,52:06.2,53:34.5,27:24.1,32:19.8,0.778361828,06:24.0
358,1306802,183004,104533,bicycle,Bread & Butter,Deli,Blueberry Pancakes,1,French Toast/Pancakes,16:09.5,40.74379023,-73.98389161,40.7608166,-73.9682882,00:44:50,51:41.3,32:01.5,52:10.9,2.304628977,27:00.7
361,1340787,47280,22502,bicycle,Blue Ribbon Sushi,Japanese,House Salad,1,Salads,04:27.4,40.72610966,-74.00249186,40.724888,-74.010099,21:08.6,52:47.8,02:53.5,09:08.6,0.656838767,37:54.3
372,1437531,222433,158227,bicycle,sweetgreen,Salad,Guacamole Greens,1,Signatures,09:48.1,40.72132319,-74.00973201,40.7179397,-74.0046654,17:41.2,26:03.1,00:37:23,45:02.1,0.56958564,16:01.0
379,1356612,110384,72480,car,The Meatball Shop,Italian,Chicken,2,Naked Balls,06:39.3,40.77149125,-73.95633415,40.7658174,-73.9634732,03:29.4,26:53.6,34:13.6,45:38.4,0.871948549,34:49.0
387,1362282,157578,7833,bicycle,P.J. Clarke's,American,3rd Ave Jumbo Shrimp Chopped Salad,1,Entree Salads,08:58.4,40.75893876,-73.96853113,40.7679804,-73.9648903,33:35.3,44:55.8,05:14.6,12:04.8,1.050074494,18:10.7
390,1329635,114476,136851,bicycle,Zero Otto Nove,Italian,La Vincenzo,1,Pizza,17:03.2,40.74082036,-73.99148807,40.7465483,-74.0086102,17:10.6,36:54.3,43:43.5,58:16.3,1.579848152,34:16.5
396,1413869,49620,49875,bicycle,Cafe Habana,Mexican,Cuban Sandwich,1,Tortas y Burritos,08:20.1,40.7228417,-73.99411647,40.737975,-74.002922,44:47.9,52:15.3,07:35.5,18:29.4,1.837805151,18:21.3
399,1400494,59221,57186,bicycle,The Palm,Steak,Filet Mignon 14 oz,1,Steaks & Chops,08:21.6,40.76193686,-73.98542197,40.7882044,-73.9756009,33:26.7,47:14.3,12:04.2,30:34.5,3.032538418,32:17.9
408,1323353,318689,99219,bicycle,Olive Garden,Italian,Lasagna Fritta,1,Antipasti,08:25.8,40.75930175,-73.98495913,40.7432177,-74.0073429,29:35.4,29:48.7,02:41.1,19:22.1,2.60068259,16:54.3
415,1458212,186473,114469,bicycle,Blue Ribbon Sushi,Japanese,Sushi Deluxe,1,Platters,06:19.9,40.72610966,-74.00249186,40.7393847,-73.9924463,09:25.3,14:06.2,26:33.7,39:07.3,1.700970587,17:14.5
427,1482784,241719,39733,bicycle,Blue Ribbon Sushi Izakaya,Japanese,Seasonal Vegetable,1,Soups,04:28.3,40.72197958,-73.98814821,40.7069298,-74.0086171,14:41.7,15:11.1,00:36:01,51:55.6,2.405095274,16:24.0
436,1461203,46947,118659,walker,Crema Restaurante,Mexican,Guacamole Combo,1,For the Table,04:35.0,40.73962102,-73.99597922,40.732827,-73.996405,06:32.2,41:30.4,48:45.2,57:30.1,0.755324607,43:43.1
451,1385849,54809,161295,car,J. G. Melon,Burger,Cheeseburger,2,Main Menu,04:28.9,40.77113521,-73.9596231,40.773515,-73.978841,32:27.8,49:17.7,02:37.7,18:28.8,1.643834962,32:41.0
462,1407677,68775,61900,bicycle,Sushi of Gari Tribeca,Japanese,Spicy Scallop,1,Hand Roll,10:18.7,40.71672576,-74.00825065,40.720227,-74.002111,04:10.5,39:01.2,42:39.6,48:02.4,0.648286231,40:13.5
465,1470810,175327,39733,bicycle,Nobu Next Door,Sushi,Yellowtail Sashimi with Jalapeno,3,Dinner Cold Dishes,06:42.8,40.71938641,-74.0086925,40.732029,-74.003219,00:30:39,32:13.5,12:03.4,00:22:34,1.478135119,12:05.1
468,1362670,91105,3296,bicycle,Cafe Mogador,Middle Eastern,Roasted Halumi Cheese,1,Appetizers,16:12.2,40.727293,-73.984517,40.744939,-73.976998,29:47.3,34:32.1,18:52.5,28:44.2,2.059925386,14:36.5
473,1302788,231061,39443,bicycle,Han Dynasty,Chinese,Lo Mein,1,Kids/Baby Adults,08:04.4,40.732213,-73.988072,40.744708,-73.9908567,29:24.1,46:31.8,11:53.4,25:03.7,1.407350773,30:18.0
474,1383453,46219,48430,bicycle,The Meatball Shop,American,Classic Beef Hero,1,Heroes,02:11.0,40.73613088,-74.0006483,40.7371765,-74.0084423,35:19.5,57:00.2,04:50.2,11:30.3,0.668513951,28:20.8
484,1399605,374435,37696,bicycle,One Lucky Duck - Juice & Takeaway,Vegetarian,Chocolate Ganache Tart,1,Sweets,12:41.0,40.735725,-73.98712647,40.742855,-73.977551,16:39.7,31:25.6,49:15.2,56:28.4,1.131843895,21:59.1
492,1341402,373523,111793,car,Tamarind TriBeCa,Indian,Chicken Tikka Masala,2,Chicken (Murg),08:40.4,40.71926893,-74.00874988,40.7186175,-74.0047742,21:18.9,37:12.7,10:24.8,15:56.9,0.343612567,21:25.9
497,1470557,152786,122124,bicycle,Cafe Habana,Mexican,Flan,1,Side Orders,06:31.5,40.7228417,-73.99411647,40.747184,-73.97245,01:50.5,04:57.4,17:47.9,35:36.9,3.264476444,20:55.9
503,1470276,338910,118093,scooter,Caf̩ China,Chinese,Spicy Chengdu Wonton,1,Dim Sum,02:41.9,40.749902,-73.982187,40.7520764,-74.0010156,23:46.2,31:19.3,41:29.2,52:13.6,1.608324122,18:17.5
504,1325796,325285,104533,bicycle,RedFarm Hudson,Chinese,"Crispy Skin Smoked Chicken, Garlic",2,Mains,14:37.5,40.73421385,-74.00620203,40.717522,-73.992723,22:22.9,40:51.7,00:31:23,47:40.4,2.175454243,34:46.2
524,1345779,71825,9549,bicycle,sweetgreen,Salad,Kale Caesar,1,Signatures,05:41.1,40.72132319,-74.00973201,40.7204777,-74.0022118,35:11.7,42:23.2,06:43.8,14:28.7,0.642275375,14:56.4
526,1415630,65009,99219,bicycle,Blue Ribbon Sushi Izakaya,Japanese,Hirame,1,Taiseyo (Atlantic Ocean),07:49.4,40.72197958,-73.98814821,40.739192,-73.987326,34:44.7,45:40.7,18:00.7,34:30.4,1.912678505,27:25.7
531,1439953,385150,32580,bicycle,Blue Ribbon Sushi,Japanese,Ebi Shumai,1,Appetizers,06:36.3,40.72610966,-74.00249186,40.7810682,-73.9519127,14:17.6,41:08.5,00:43.4,25:14.6,7.44928056,51:22.1
532,1409533,67153,122309,bicycle,sweetgreen,Salad,Salad,1,Make Your Own,03:14.4,40.74507859,-73.98882151,40.7455793,-74.0053357,22:01.7,27:09.9,47:29.7,58:07.7,1.395866516,15:46.2
536,1460730,363783,158623,bicycle,Cafe Mogador,Middle Eastern,Cucumber Yogurt,1,Appetizers,07:24.7,40.727293,-73.984517,40.7605599,-73.9990525,30:00.9,40:47.9,00:42.2,23:01.5,3.892901993,33:06.3
537,1308780,365244,22502,bicycle,Bareburger,Burger,Roadhouse,1,Bareburgers,04:20.2,40.67176012,-73.97760519,40.65214519,-73.95781196,01:11.5,07:25.8,22:45.3,40:11.5,2.747008784,23:40.5
540,1410621,37982,84093,bicycle,Saravanaa Bhavan,Indian,Rava Kichadi,1,Rice Corner,03:38.5,40.74160488,-73.98330424,40.738804,-74.009342,01:20.3,16:53.3,22:13.2,43:36.1,2.22115623,36:55.9
543,1281323,350083,47204,bicycle,Luke's Lobster,Seafood,Lobster Roll,1,Rolls,04:08.4,40.726823,-73.98547098,40.726699,-74.0018599,22:33.7,54:14.2,03:34.4,18:01.9,1.384631902,46:08.0
544,1324738,151191,101359,bicycle,Pongsri Thai,Thai,Pad See Ew,2,Noodles,04:05.1,40.76093733,-73.98651239,40.71661378,-74.01256386,54:03.1,59:48.7,00:10:56,41:09.6,5.391564083,35:59.2
547,1353627,198194,99219,bicycle,sweetgreen,Salad,Organic Butternut Squash (Small),1,Soup,06:34.5,40.74507859,-73.98882151,40.76350078,-73.97473595,00:33:24,36:39.6,19:59.6,35:54.3,2.366439385,19:10.3
558,1469842,131645,138560,bicycle,The Meatball Shop,Italian,Chicken,1,Naked Balls,02:27.5,40.77149125,-73.95633415,40.768279,-73.952297,19:11.8,19:51.6,27:41.9,31:48.6,0.493379632,04:46.5
559,1356719,328551,106964,bicycle,Kanoyama,Sushi,Salmon Roll,2,Rolls & Hand Rolls,09:10.4,40.730391,-73.98638613,40.7316543,-73.99021305,12:59.4,30:44.6,49:03.8,00:54:36,0.35241058,23:17.4
563,1335720,372332,62860,bicycle,Casa,Breakfast,Picanha Com Arroz de Brocoli,1,Pratos Principais (Main Courses),04:42.7,40.73152429,-74.0048994,40.740995,-73.996534,26:21.3,30:20.5,50:43.7,57:39.4,1.267048397,10:54.9
567,1333097,42935,132725,bicycle,Barbounia,Mediterranean,Deluxe Selection of Five,1,Dinner Mezze,12:09.1,40.73823004,-73.98783237,40.731541,-73.992115,44:04.7,55:54.6,00:07:16,21:42.3,0.826218184,26:16.2
568,1317915,91572,145761,bicycle,sweetgreen,Salad,Earth Bowl,1,Signatures,06:53.0,40.74507859,-73.98882151,40.755993,-73.9861362,32:34.2,52:00.4,04:50.7,26:48.3,1.233068585,41:23.8
569,1439313,189022,175555,car,Five Leaves,American,Slow Roasted Long Island Duck,1,Mains,03:56.6,40.72360525,-73.95165604,40.7074169,-73.967153,00:19:31,21:50.6,00:07:41,18:34.6,2.224027254,13:13.2
581,1488852,41907,113822,bicycle,Hatsuhana,Sushi,Shrimp,2,Sushi / Sashimi,09:17.2,40.75695307,-73.97723214,40.763269,-73.963113,04:41.4,09:38.5,31:58.3,46:25.7,1.383222635,19:24.5
583,1428278,301695,62487,car,sweetgreen,Salad,Harvest Bowl,1,Signatures,06:17.3,40.74507859,-73.98882151,40.7506674,-73.98609868,32:27.4,59:13.6,09:07.6,22:30.5,0.661864074,40:09.1
584,1475296,49086,28765,bicycle,Jack's Wife Freda,Mediterranean,Couscous,1,Sides,01:23.0,40.72198995,-73.9977479,40.7321536,-73.9885787,25:08.4,30:37.8,43:24.7,58:21.8,1.368910989,20:26.5
585,1467306,389985,165094,bicycle,Baz Bagel and Restaurant,Breakfast,Saratoga Water,1,Other,02:52.3,40.71925155,-73.99776157,40.722619,-73.994547,21:59.6,46:36.7,05:56.7,17:13.5,0.462172268,35:53.9
587,1435438,250494,38597,bicycle,Bubby's ,American,Huevos Rancheros,1,Breakfast Plates,02:43.9,40.71996602,-74.0085433,40.72388461,-73.99931685,43:00.9,52:42.9,01:31.7,00:11:49,0.892756331,19:59.3
595,1480991,94480,30774,bicycle,TAO,Japanese,Unagi,1,Sushi & Sashimi,09:58.8,40.76285776,-73.971619,40.7735382,-73.9621981,00:31:41,53:32.7,00:05:24,15:33.2,1.428072522,32:00.9
598,1319803,264707,123581,bicycle,TAO,Japanese,Edamame,1,Small Plates,03:01.1,40.76285776,-73.971619,40.7412607,-74.0002077,09:22.6,27:37.8,37:57.8,56:26.3,3.403069749,36:43.7
604,1480396,369272,162905,bicycle,Blue Ribbon Sushi Bar & Grill,Japanese,Kani Sunomono,1,Sunomono,06:37.7,40.76765291,-73.98292546,40.767651,-73.966875,07:34.4,31:47.9,37:03.3,54:37.7,1.355139477,41:47.9
605,1294611,40724,19432,car,RedFarm Hudson,Chinese,Spicy Crispy Beef,2,Starters & Salads,04:47.3,40.73421385,-74.00620203,40.7382555,-74.0059417,40:00.7,42:05.2,12:25.3,18:47.6,0.449358813,08:26.8
607,1374913,94766,57496,bicycle,Nobu Next Door,Sushi,House Special,1,Dinner Sushi Rolls,09:04.6,40.71938641,-74.0086925,40.7090409,-74.0133167,31:15.1,55:06.5,06:27.2,21:08.9,1.213480155,38:33.1
612,1273986,109299,99827,bicycle,Co.,Pizza,Corn,1,Pies,11:49.9,40.74716991,-74.00063565,40.7443781,-73.990925,13:16.8,22:58.8,38:18.7,45:45.6,0.876780635,17:08.9
617,1320109,60873,22502,bicycle,Jack's Wife Freda,Mediterranean,Salt & Pepper Eggplant,1,Shares,02:24.6,40.72198995,-73.9977479,40.7395111,-74.0029373,52:18.6,00:53:32,18:46.1,31:00.1,1.994475438,13:27.4
626,1281835,76942,86938,car,Sarabeth's Restaurant,American,Trio of Mini Bacon Cheeseburgers,1,Dinner Salads & Sandwiches,05:25.4,40.76529895,-73.97566795,40.7520764,-74.0010156,13:19.1,35:01.8,44:48.8,00:59:37,2.595635932,36:30.9
636,1400982,109906,123844,bicycle,The Meatball Shop,American,White Beans,1,Stick To Your Bones,05:11.4,40.73613088,-74.0006483,40.735012,-73.9980889,10:47.6,25:20.9,35:28.6,39:20.3,0.249355024,18:25.0
637,1415595,351799,44356,bicycle,Sushi of Gari Tribeca,Japanese,Miso,1,Soup,05:36.6,40.71672576,-74.00825065,40.7101846,-74.0176786,30:19.1,50:27.6,08:46.2,00:18:51,1.078092237,30:13.3
646,1432155,347181,18860,bicycle,Blue Ribbon Sushi,Japanese,Miso,2,Osuimono (Soups),07:43.6,40.72610966,-74.00249186,40.7334252,-74.0046859,00:43.6,16:33.9,28:22.9,33:58.8,0.833256806,21:26.2
647,1376440,27365,34667,bicycle,Nobu Next Door,Sushi,Kelp Salad,1,Dinner Salads,18:55.4,40.71938641,-74.0086925,40.72358886,-74.01078218,08:23.7,27:53.9,48:20.5,55:42.4,0.49895647,26:52.1
649,1386827,139085,156557,car,Empanada Mama (closed),Mexican,Beef,1,Oven Baked Wheat Flour,09:42.0,40.764217,-73.988321,40.80566,-73.963709,15:32.4,22:10.5,46:13.5,58:34.8,5.049392971,18:59.4
654,1332839,86240,118707,car,Momoya,Sushi,Spicy Tuna,1,Roll,09:37.6,40.78407726,-73.97762241,40.8046535,-73.9671579,12:09.2,46:12.8,01:33.5,12:06.1,2.449726245,44:36.2
659,1386459,331143,104533,bicycle,Waverly Diner,American,Lox & Onions Omelette,2,Combination Omelettes,06:38.1,40.73301222,-74.00005605,40.732486,-73.996585,14:29.8,36:13.1,52:07.8,55:43.3,0.298980147,25:18.8
663,1410011,115610,61900,bicycle,12 Chairs,Middle Eastern,Israeli Guacamole,1,Small Plates,04:20.9,40.72763684,-74.00259733,40.72357217,-74.01085812,48:10.4,53:20.1,00:06:46,13:17.6,0.831144461,11:41.3
664,1473090,120504,66004,bicycle,Schnipper's Quality Kitchen,American,Pumpkin Caramel Shake,1,Handcrafted Milkshakes,07:58.3,40.7569681,-73.9722519,40.77019394,-73.9609296,00:02:01,00:26:17,39:33.8,53:26.1,1.752448535,38:08.3
671,1304844,44049,99219,bicycle,Sushi Samba,Sushi,Hamachi (Yellowtail),1,Nigiri & Sashimi,05:41.3,40.73266642,-74.00329261,40.738673,-74.0007913,17:30.2,20:10.9,49:30.8,00:57:00,0.699687379,10:09.9
677,1475653,187256,106964,bicycle,California Pizza Kitchen,Pizza,Italian Chopped,1,Salads,09:53.8,40.74466624,-73.98334441,40.744082,-73.998287,09:39.9,23:52.6,37:43.3,48:25.3,1.263708734,24:54.7
