,delivery_id,customer_id,courier_id,vehicle_type,pickup_place,place_category,item_name,item_quantity,item_category_name,how_long_it_took_to_order,pickup_lat,pickup_lon,dropoff_lat,dropoff_lon,when_the_delivery_started,when_the_courier_arrived_at_pickup,when_the_courier_left_pickup,when_the_courier_arrived_at_dropoff,distance_crossed,courrier_timing
3111,1416164,76639,34667,bicycle,Lure Fishbar,Seafood,Yellowtail (Hamachi),2,Sushi & Sashimi,04:55.5,40.72463457,-73.99840236,40.7410392,-73.992339,35:35.2,49:29.6,02:26.9,00:11:50,1.89234919,23:17.5
3112,1315385,183704,105468,bicycle,Lure Fishbar,Seafood,Mini Lobster Sliders,1,Snacks,07:28.9,40.72463457,-73.99840236,40.73751918,-73.98083524,39:01.7,44:43.3,12:07.7,26:53.6,2.061434325,20:27.5
3114,1314466,59105,79847,bicycle,Sushi of Gari 46,Sushi,Salmon Roe Sushi,1,Sushi,14:39.3,40.76065444,-73.98958275,40.743701,-73.987386,26:15.2,00:51:16,04:55.2,20:49.8,1.891782664,40:55.4
3122,1401435,63513,106964,bicycle,Old Homestead Steakhouse,Steak,Baked Clams Oreganata,1,Appetizers (dinner),07:03.4,40.74117178,-74.00488792,40.7605599,-73.9990525,37:10.4,42:54.7,07:14.4,40:52.8,2.208712695,39:22.7
3130,1280590,242754,55567,bicycle,Rubirosa,Italian,Meatballs,2,Sides,06:02.6,40.72274859,-73.99606192,40.7455517,-73.9786196,01:56.1,06:33.7,33:54.3,55:14.7,2.929712539,25:58.0
3131,1463976,258275,64396,bicycle,Luke's Lobster,Seafood,Crab Roll,1,Rolls,03:51.4,40.726823,-73.98547098,40.74201311,-73.99671032,38:06.7,45:11.8,01:28.7,19:15.4,1.935669935,24:51.8
3132,1482012,79255,154990,bicycle,The Meatball Shop,Italian,Rigatoni,1,Stick To Your Bones,10:49.6,40.74596311,-74.00169729,40.7436352,-74.0063309,20:56.6,00:43:43,00:49:33,54:55.6,0.469023284,28:09.0
3137,1371397,349206,156557,car,French Roast,French,Shrimp Po'Boy,1,Sandwiches & Burgers,10:48.0,40.78761311,-73.97712309,40.782797,-73.984308,37:07.1,43:41.1,02:31.7,10:02.4,0.808601808,14:04.7
3147,1343477,70193,158791,car,P.J. Clarke's,American,Simply On A Bun,1,P.J. Clarke's Hamburgers,07:10.2,40.77196187,-73.98262024,40.7718956,-73.9520593,43:48.5,45:49.2,01:10.1,12:52.7,2.580103552,13:43.3
3151,1309736,114114,64664,bicycle,sweetgreen,Salad,Wild Rice Bowl,1,Signatures,03:17.6,40.74507859,-73.98882151,40.7369952,-73.9791876,51:33.1,53:20.9,11:40.8,21:00.3,1.211573517,11:07.3
3162,1388509,63890,23359,bicycle,2nd Ave Deli,Deli,Hot Pastrami,1,Sandwiches,06:36.5,40.74529931,-73.97913758,40.740429,-73.979466,08:23.6,41:49.4,49:40.4,56:22.8,0.541553635,40:08.2
3167,1442392,91817,152111,car,Bravo Pizza,Pizza,NY Style Pie,1,Pizza,05:05.9,40.738787,-73.987359,40.74012541,-73.99061104,27:42.2,32:56.1,45:15.7,50:03.8,0.312318303,10:02.0
3170,1362764,268365,134198,bicycle,Cafe Mogador,Middle Eastern,Casablanca,1,Tagines,06:18.8,40.727293,-73.984517,40.7344603,-73.9858161,42:04.2,58:41.1,07:31.4,18:18.6,0.803449642,27:24.1
3179,1278438,183704,84093,bicycle,The Meatball Shop,Italian,Chicken,1,Naked Balls,03:34.6,40.74596311,-74.00169729,40.75472931,-73.99403528,07:59.6,11:57.2,20:46.6,34:27.2,1.168914491,17:38.2
3182,1296452,35450,6873,car,Sushi of Gari Tribeca,Japanese,Fluke,2,Nigiri Sushi,09:46.2,40.71672576,-74.00825065,40.724602,-73.999852,30:49.1,53:09.4,01:58.1,08:47.8,1.126290816,29:10.0
3185,1274928,93113,99219,bicycle,The Odeon,American,Sauteed Spinach,1,Sides (dinner),09:00.4,40.71701346,-74.00812268,40.7160005,-74.0126088,23:28.1,46:14.4,53:34.4,57:04.3,0.395391854,26:16.2
3195,1466377,175290,158962,bicycle,The Meatball Shop,Italian,Rigatoni,1,Stick To Your Bones,04:30.1,40.72154512,-73.98884243,40.7045575,-74.0075814,50:55.7,54:58.2,13:14.3,18:14.3,2.462908191,09:02.5
3197,1481295,65009,107181,bicycle,Chote Nawab,Indian,Dum Kokur,1,Chicken,07:36.8,40.74237991,-73.98270607,40.739192,-73.987326,06:42.1,29:10.9,35:30.2,40:39.2,0.526873349,27:37.8
3198,1364312,353331,161440,car,The Meatball Shop,Italian,Classic Beef,1,Naked Balls,02:13.1,40.72154512,-73.98884243,40.72277,-74.0045948,39:06.6,53:00.2,02:20.3,12:14.3,1.337811211,23:47.6
3205,1466452,367800,104533,bicycle,Cafe Mogador,Middle Eastern,Hummus Falafel Platter,1,Salads & Platters,03:45.2,40.727293,-73.984517,40.724063,-73.983104,04:56.7,06:55.2,26:13.4,30:36.2,0.378029961,06:21.3
3210,1275066,68178,151761,bicycle,sweetgreen,Salad,Earth Bowl,1,Signatures,03:03.8,40.72132319,-74.00973201,40.723324,-73.991335,40:48.9,44:31.3,13:19.9,33:49.3,1.570113826,24:11.8
3215,1383040,105087,30743,bicycle,Rubirosa,Italian,Rubirosa,1,Insalata,08:41.1,40.72274859,-73.99606192,40.7142858,-74.0087434,01:12.4,17:24.9,25:15.2,35:26.7,1.42522492,26:24.0
3219,1439953,385150,32580,bicycle,Blue Ribbon Sushi,Japanese,California,1,Maki (Special Rolls),06:36.3,40.72610966,-74.00249186,40.7810682,-73.9519127,14:17.6,41:08.5,00:43.4,25:14.6,7.44928056,51:22.1
3223,1302788,231061,39443,bicycle,Han Dynasty,Chinese,Kung Pao Style,1,Entrees,08:04.4,40.732213,-73.988072,40.744708,-73.9908567,29:24.1,46:31.8,11:53.4,25:03.7,1.407350773,30:18.0
3225,1456014,123504,162381,van,sweetgreen,Salad,Organic Butternut Squash (Small),1,Soup,22:44.7,40.74507859,-73.98882151,40.7417398,-73.9968328,35:46.3,57:49.4,08:39.7,18:46.3,0.77156298,32:09.7
3227,1336187,297130,157975,bicycle,Blue Ribbon Sushi,Japanese,Hamachi,1,Taiheiyo (Pacific Ocean),04:27.2,40.72610966,-74.00249186,40.735797,-74.000366,40:43.5,48:58.4,09:32.4,17:00.8,1.090653279,15:43.3
3247,1436838,140479,9549,bicycle,One Lucky Duck - Juice & Takeaway,Vegetarian,Ice Cream,1,Ice Cream,05:59.9,40.735725,-73.98712647,40.7281228,-73.999709,13:57.6,22:39.4,30:29.4,43:06.9,1.35737921,21:19.3
3248,1460082,141912,158266,scooter,Serafina Fabulous Pizza,Italian,Carpaccio Malatesta,1,Antipasti,03:44.6,40.77608319,-73.96217158,40.7654964,-73.9631442,37:34.7,54:55.9,01:45.6,10:53.6,1.178521697,26:29.2
3252,1319337,322787,139995,bicycle,Parm,Italian,Chicken Parm,3,Platters,04:52.3,40.72301983,-73.995854,40.7638848,-73.9707834,45:41.8,46:15.7,07:05.4,34:51.9,5.007720268,28:20.4
3272,1423404,91947,156557,car,Momoya,Sushi,Momoya Black Cod,1,Signature Roll,06:14.4,40.78407726,-73.97762241,40.7666878,-73.9686943,19:55.9,21:58.2,33:18.3,54:20.8,2.072968628,23:04.8
3286,1420250,107909,46602,bicycle,Cafeteria,American,Build Your Own Omelet,1,Breakfast,02:43.7,40.74052771,-73.99808251,40.7342199,-73.9902554,00:31:15,49:00.6,02:29.8,13:05.7,0.963210423,28:21.5
3292,1390215,274730,165169,walker,New Malaysia,Asian,Hainanese Chicken on Rice,1,Rice,03:10.7,40.71575109,-73.99661858,40.7444652,-73.975611,06:18.2,12:33.7,00:27:24,54:34.2,3.649249563,33:25.7
3310,1400940,386995,152053,bicycle,Han Dynasty,Chinese,Spicy Crispy Cucumber,1,Cold Appetizers,14:31.1,40.732213,-73.988072,40.7417859,-73.9820011,07:49.1,31:12.4,21:00.7,26:57.1,1.180279709,29:19.7
3313,1440900,125123,54954,bicycle,Le Grainne Cafe,French,Baguette Au Fromage,1,Sandwiches,07:13.8,40.74525873,-74.00216786,40.7467644,-73.9903014,36:30.1,52:33.1,13:52.7,24:31.1,1.016061405,26:41.4
3315,1351824,105068,91021,bicycle,TAO,Japanese,Kung Pao Chicken,1,From the Sky,03:53.2,40.76285776,-73.971619,40.7447833,-73.9860074,10:54.8,00:11:47,30:37.2,42:51.5,2.346283166,13:06.5
3318,1443311,166504,59348,walker,Blue Ribbon Sushi,Japanese,House Salad,2,Salads,02:08.0,40.72610966,-74.00249186,40.7363293,-73.9843423,13:45.1,26:50.6,00:02:37,12:13.3,1.907526935,22:41.8
3319,1364312,353331,161440,car,The Meatball Shop,Italian,Ice Cream Sandwich,1,Desserts,02:13.1,40.72154512,-73.98884243,40.72277,-74.0045948,39:06.6,53:00.2,02:20.3,12:14.3,1.337811211,23:47.6
3322,1470962,71613,156557,car,Momoya,Sushi,Toro,3,A La Carte Sushi or Sashimi,06:44.1,40.78407726,-73.97762241,40.8049122,-73.9624917,47:57.8,56:54.1,04:15.9,13:45.8,2.642716239,18:26.2
3326,1458212,186473,114469,bicycle,Blue Ribbon Sushi,Japanese,Wakame,1,Salads,06:19.9,40.72610966,-74.00249186,40.7393847,-73.9924463,09:25.3,14:06.2,26:33.7,39:07.3,1.700970587,17:14.5
3332,1302020,136876,122837,bicycle,Rubirosa,Italian,Large Classic,1,Pizza,02:34.3,40.72274859,-73.99606192,40.7370578,-73.99676328,00:02:56,22:16.3,35:06.9,49:44.2,1.590123258,33:57.6
3337,1375898,184325,125504,bicycle,Asuka Sushi,Sushi,Miso Soup,1,Soup,05:35.8,40.74552087,-73.99890832,40.74042351,-73.99696855,20:26.9,46:22.7,53:12.3,57:25.1,0.589289303,30:08.6
3341,1416625,148320,150260,bicycle,Tamarind TriBeCa,Indian,Hara Bhara Kabab,1,Appetizers (Aagaz),08:40.6,40.71926893,-74.00874988,40.756366,-73.967001,00:23:08,25:39.7,10:34.6,43:35.6,5.422795663,35:32.7
3344,1331801,84087,65763,bicycle,The Meatball Shop,Italian,Classic Beef,2,Naked Balls,11:15.7,40.74596311,-74.00169729,40.746516,-73.987214,18:32.9,26:19.3,43:05.5,58:05.4,1.224755721,22:46.3
3347,1490119,61128,67899,car,Candle Cafe,Vegetarian,Roasted Beets,1,Sides,37:39.8,40.771485,-73.95922147,40.756366,-73.967001,57:12.3,59:24.4,05:16.1,22:31.9,1.80287488,19:27.9
3348,1315121,41136,104533,bicycle,The Meatball Shop,Italian,White Beans,1,Stick To Your Bones,04:26.8,40.72154512,-73.98884243,40.721636,-73.997922,06:22.4,24:05.8,32:33.1,42:22.6,0.767183036,27:32.9
3351,1409908,106860,34669,bicycle,Sushi of Gari Tribeca,Japanese,Kaiso Salad,1,Salad,05:59.1,40.71672576,-74.00825065,40.72469075,-74.00828218,34:37.7,54:08.7,00:58.2,08:43.4,0.88450431,27:16.2
3361,1471258,198936,140096,bicycle,Five Leaves,American,Chopped Black Kale,1,Salads,17:40.9,40.72360525,-73.95165604,40.7263596,-73.9410377,19:55.9,28:39.8,08:10.9,12:39.1,0.947789663,13:12.1
3365,1288986,97991,20962,walker,Blue Ribbon Sushi Bar & Grill,Japanese,Unagi,1,Taiseyo (Atlantic Ocean),07:08.3,40.76765291,-73.98292546,40.74882755,-73.99013895,35:52.9,51:11.2,00:02.8,18:21.8,2.177474018,33:37.3
3368,1400817,115519,30743,bicycle,The Meatball Shop,Italian,Chicken,1,Naked Balls,06:16.7,40.77149125,-73.95633415,40.7625368,-73.9653166,00:01:45,16:00.1,32:56.7,43:16.5,1.250586757,24:34.9
3371,1410204,270525,43955,bicycle,Pearl Oyster Bar,Seafood,Pan Roasted Filet,1,Large Plates,05:26.0,40.7314379,-74.00212195,40.7260641,-73.9897793,00:10:33,24:54.9,43:14.4,54:01.3,1.201387092,25:08.8
3373,1411034,76942,119839,bicycle,Sarabeth's Restaurant,American,Trio of Mini Bacon Cheeseburgers,1,Dinner Salads & Sandwiches,05:57.5,40.76529895,-73.97566795,40.7520764,-74.0010156,00:43:24,56:36.5,08:56.4,23:33.5,2.595635932,27:49.6
3375,1431877,387227,84093,bicycle,Blue Ribbon Sushi Bar & Grill,Japanese,Spicy Tuna & Tempura Flakes,1,Maki (Special Rolls),07:03.4,40.76765291,-73.98292546,40.7377602,-73.9978684,30:23.1,00:54:37,01:56.7,22:04.4,3.551324038,44:21.6
3376,1440070,124393,103194,bicycle,Amma,Indian,Chicken Biryani,1,"Rice, Sides & Extras",03:03.7,40.75570155,-73.96858692,40.78472519,-73.94843752,27:10.8,43:49.6,08:08.6,33:30.4,3.644450146,42:00.6
3380,1345824,94909,22502,bicycle,Parm,Italian,House Roasted Turkey,1,Sandwiches,09:39.6,40.72301983,-73.995854,40.72526133,-74.00548872,39:51.5,51:16.5,09:57.6,25:17.5,0.851197581,26:44.9
3401,1281228,157886,60149,car,Hill Country Barbecue Market,BBQ,Brisket Lean (1 Pound),1,Meat,17:06.5,40.74434085,-73.99042638,40.7287244,-73.9936446,11:32.5,57:22.5,05:11.1,17:00.1,1.755365089,57:39.0
3403,1347238,113507,69993,bicycle,Parm,Italian,House Roasted Turkey,1,Sandwiches,10:08.5,40.72301983,-73.995854,40.7372808,-73.9912342,50:00.4,00:51:22,18:42.2,26:34.1,1.631041174,09:13.5
3404,1389922,211035,79847,bicycle,Blue Ribbon Sushi,Japanese,Edamame,1,Appetizers,11:34.6,40.72610966,-74.00249186,40.7165905,-74.0048114,27:04.9,00:48:42,22:00.3,32:47.8,1.075101153,32:24.6
3406,1321853,81828,152114,bicycle,Caf̩ Select,German,Coconut Water,1,Sodas,02:54.1,40.72164844,-73.99753332,40.72530703,-73.99445242,44:02.1,55:47.2,07:38.5,15:28.9,0.482510643,19:35.5
3407,1391389,107574,166448,car,Blue Ribbon Sushi,Japanese,Spicy Lobster Roll,1,Maki (Special Rolls),04:45.2,40.72610966,-74.00249186,40.731408,-74.006992,14:18.5,18:24.3,46:38.5,52:56.7,0.70050782,10:24.0
3408,1475031,105992,116881,bicycle,RedFarm Broadway,Chinese,Mushroom & Vegetable Spring Rolls,1,Starters & Salads,02:49.0,40.7821167,-73.9807391,40.772955,-73.961577,43:45.4,56:33.7,09:23.6,26:09.5,1.910965366,29:34.2
3413,1409918,370405,124514,bicycle,Haveli Indian Restaurant,Indian,Somosa,1,Starters,03:51.2,40.7271708,-73.9885098,40.741234,-74.000565,37:55.7,40:36.5,02:27.1,17:35.6,1.864378302,17:49.3
3419,1471197,139827,39733,bicycle,RedFarm Hudson,Chinese,Mushroom & Vegetable Spring Rolls (2),1,Dim Sum,07:20.0,40.73421385,-74.00620203,40.7435617,-73.9918929,11:36.9,00:26:44,00:36:09,45:37.5,1.593234337,24:35.6
3425,1312958,61614,52826,bicycle,The Grey Dog  - Chelsea,Coffee,Orange Juice,1,Juice,03:32.4,40.740784,-74.000721,40.7429739,-73.994468,21:13.7,28:10.4,39:30.5,44:48.7,0.581442957,12:14.9
3428,1456294,108659,99219,bicycle,Sarabeth's Tribeca,Breakfast,Fat and Fluffy French Toast,1,Sweet Breakfast,05:14.9,40.71819429,-74.01055746,40.720588,-73.979395,27:14.3,58:01.2,07:21.1,21:47.2,2.64633148,45:13.0
3434,1295861,359228,57186,bicycle,Yama Japanese Restaurant,Japanese,Salmon Roe,1,Sushi & Sashimi,07:06.8,40.73587229,-73.98766462,40.7314409,-73.986311,26:40.5,37:27.3,44:22.8,00:48:22,0.505210251,14:46.0
3435,1448901,118517,142394,bicycle,Mari Vanna,Eastern European,Borsch,1,Soups,04:34.3,40.73876871,-73.98864156,40.74680675,-73.9854346,16:12.5,18:08.8,47:56.5,59:25.5,0.932807855,13:25.3
3439,1469557,110792,154955,bicycle,Blue Ribbon Sushi,Japanese,Ebi Tempura,1,Maki (Special Rolls),04:34.5,40.72610966,-74.00249186,40.734203,-73.996025,30:37.9,55:36.1,10:26.7,19:40.5,1.051764085,34:12.0
3444,1479567,106478,166974,bicycle,Cafe Mogador,Middle Eastern,Greek Salad,1,Salads & Platters,04:22.0,40.727293,-73.984517,40.7244003,-73.9911976,45:39.3,47:52.6,12:12.9,24:52.5,0.649408789,14:52.9
3446,1391389,107574,166448,car,Blue Ribbon Sushi,Japanese,Rock Shrimp Tempura,1,Appetizers,04:45.2,40.72610966,-74.00249186,40.731408,-74.006992,14:18.5,18:24.3,46:38.5,52:56.7,0.70050782,10:24.0
3451,1486178,404649,84093,bicycle,Parm,Italian,Chicken Parm,3,Sandwiches,06:18.5,40.72301983,-73.995854,40.7095236,-74.0091126,13:00.7,23:00.6,33:50.6,46:46.7,1.871161277,22:56.0
3464,1372827,300003,138560,bicycle,Bistango,Italian,Cheese-Filled Tortellini,1,Primi Piatti Lunch,17:36.7,40.74256819,-73.9804863,40.7518109,-74.0018238,01:07.1,19:18.9,00:40:09,56:15.6,2.073876548,34:18.4
3493,1417800,201536,154990,bicycle,One Lucky Duck - Juice & Takeaway,Vegetarian,Pumpkin Seed & Herb Salad,1,Salads,05:21.9,40.735725,-73.98712647,40.722321,-73.991991,04:56.9,24:17.7,36:01.3,46:08.5,1.544183047,29:28.0
3498,1302788,231061,39443,bicycle,Han Dynasty,Chinese,Vegetable Spring Rolls,1,Kids/Baby Adults,08:04.4,40.732213,-73.988072,40.744708,-73.9908567,29:24.1,46:31.8,11:53.4,25:03.7,1.407350773,30:18.0
3506,1302869,160957,124514,bicycle,Han Dynasty,Chinese,Spicy Crispy Cucumber,1,Cold Appetizers,08:21.5,40.732213,-73.988072,40.7360147,-73.9975149,37:51.7,37:56.8,00:08:51,16:45.1,0.902496082,07:59.2
3539,1403734,71613,86938,car,ilili Restaurant,Middle Eastern,Hommus,1,Dips,09:58.8,40.74418795,-73.98753094,40.806465,-73.963138,45:58.4,57:09.7,00:17:06,38:58.4,7.215911332,33:03.7
3540,1341877,164131,109013,car,Tony's Di Napoli,Italian,N.Y. Cheesecake,1,Dessert,03:58.7,40.75654715,-73.98557692,40.7704996,-73.9815465,04:21.8,44:18.5,02:47.9,23:20.2,1.586342591,00:29.0
3542,1348051,374987,46760,car,Rubirosa,Italian,Cavatelli,1,Pasta,04:01.6,40.72274859,-73.99606192,40.7729039,-73.957505,31:07.6,48:38.5,01:28.7,00:23:06,6.45175957,39:08.2
3548,1421261,76907,99219,bicycle,Han Dynasty,Chinese,Fried Rice,1,Kids/Baby Adults,08:54.6,40.732213,-73.988072,40.7205504,-73.992791,39:11.2,49:03.9,00:53.8,07:57.5,1.355087965,16:56.4
3553,1440670,78939,18860,bicycle,Blue Ribbon Sushi,Japanese,Sake,4,Taiseyo (Atlantic Ocean),07:33.3,40.72610966,-74.00249186,40.710261,-74.0061052,19:06.4,45:38.7,04:58.9,17:19.5,1.786253162,38:52.9
3556,1289478,54987,6873,car,Nobu Next Door,Sushi,Yellowtail Scallion Roll,1,Dinner Sushi Rolls,07:46.2,40.71938641,-74.0086925,40.7443,-73.991374,27:41.4,29:46.5,01:36.9,20:52.9,3.129620393,21:21.1
3564,1381756,225912,161485,bicycle,12 Chairs,Middle Eastern,Grilled Chicken,1,Hot Dishes,06:39.2,40.72763684,-74.00259733,40.7217888,-74.0111321,51:26.9,56:53.4,11:43.8,22:52.5,0.970391917,16:35.2
3566,1341485,35432,129289,bicycle,TAO,Japanese,Chicken Gyoza with Napa Cabbage and Soy Dipping Sauce,1,Dumplings,10:46.1,40.76285776,-73.971619,40.751898,-73.985835,29:32.3,44:45.9,00:31:03,44:51.7,1.709480814,29:02.3
3568,1314741,279715,106964,bicycle,RedFarm Hudson,Chinese,BBQ�۪d Pork Belly,1,Starters & Salads,04:25.1,40.73421385,-74.00620203,40.7389323,-74.0088234,12:49.5,20:28.7,26:49.4,33:47.3,0.56884302,14:37.1
3579,1375042,80218,157086,car,Momoya,Sushi,Crispy Rice,1,Signature Roll,05:18.9,40.78407726,-73.97762241,40.7819326,-73.9575677,48:51.5,55:48.7,00:04:39,21:15.4,1.709499859,23:33.6
3580,1333419,270525,152111,car,The Smile,American,Spaghetti & Tomato Sauce,1,Entrees,09:10.9,40.72641318,-73.99382114,40.7260641,-73.9897793,13:25.8,49:43.4,01:33.7,08:36.9,0.343657441,43:20.8
3587,1369853,377481,86938,car,Otto Enoteca Pizzeria,Italian,Penne Puttanesca,1,Pasta,05:47.1,40.73206376,-73.99615467,40.7348753,-73.9892251,09:48.3,24:23.5,34:43.3,43:52.9,0.663422807,23:44.8
3591,1467788,203442,138560,bicycle,Terakawa Ramen,Japanese,Mix Green Salad,1,Appetizers,05:24.4,40.73937221,-73.98498058,40.7715768,-73.9858615,33:37.7,51:45.7,01:04.8,23:25.7,3.57706705,40:28.9
3596,1317919,36131,99219,bicycle,2nd Ave Deli,Deli,Jewish Penicillin - Matzoh,2,Soups,07:10.1,40.74529931,-73.97913758,40.728606,-73.995143,32:21.9,36:44.1,03:04.8,26:18.5,2.294398385,27:35.9
3603,1375510,366327,144719,bicycle,Parm,Italian,String Beans Oreganata,1,Vegetables,04:20.8,40.72301983,-73.995854,40.721098,-73.981718,44:50.8,59:43.3,18:25.4,27:42.9,1.213235226,24:10.0
3611,1480054,67345,28765,bicycle,Bareburger,Burger,Supreme,1,Bareburgers,06:01.0,40.72847826,-73.99839184,40.7253409,-74.0092635,00:34.3,00:35.9,20:55.9,31:18.1,0.982313604,10:23.8
3618,1356343,302131,61900,bicycle,Rubirosa,Italian,Small Classic,1,Pizza,06:48.7,40.72274859,-73.99606192,40.7179434,-74.0046282,26:09.4,53:10.3,04:29.9,16:26.4,0.899206253,38:57.4
3621,1342231,54809,35973,bicycle,RedFarm Broadway,Chinese,Three Color Vegetable Dumplings (4),1,Dim Sum,04:29.5,40.7821167,-73.9807391,40.773515,-73.978841,39:49.9,47:49.4,00:12:09,20:36.1,0.968561266,16:26.6
3622,1333449,362685,103194,bicycle,Momoya,Sushi,Dragon,1,Roll,13:38.6,40.78407726,-73.97762241,40.8090213,-73.95176,16:59.8,55:59.6,03:20.9,16:07.7,3.5265997,51:46.6
3633,1356719,328551,106964,bicycle,Kanoyama,Sushi,Shishito,1,Kitchen,09:10.4,40.730391,-73.98638613,40.7316543,-73.99021305,12:59.4,30:44.6,49:03.8,00:54:36,0.35241058,23:17.4
3639,1433240,121681,125504,bicycle,Momoya,Sushi,Momoya Spicy Tuna,4,Signature Roll,09:55.2,40.78407726,-73.97762241,40.7655416,-73.978479,40:50.2,42:31.9,05:08.2,13:47.6,2.059646707,10:21.1
3650,1325841,60397,154545,bicycle,Jack's Wife Freda,Mediterranean,Roasted Cauliflower,1,Shares,06:15.8,40.72198995,-73.9977479,40.733877,-74.001795,27:13.6,00:59:59,06:48.6,20:53.6,1.363599432,46:50.4
3665,1340447,361699,69889,bicycle,Waldy�۪s Wood Fired Pizza & Penne,Pizza,Max's Great Caesar Salad,1,Salads,06:56.6,40.7455513,-73.990844,40.76388154,-73.95415726,42:22.9,55:40.1,00:16:00,00:41:03,3.70694907,38:20.2
3674,1345868,217363,99219,bicycle,Jack's Wife Freda,Mediterranean,Freda's Matzo Ball Soup,1,Other,02:59.2,40.72198995,-73.9977479,40.72972508,-73.9933279,44:45.7,55:50.2,09:10.1,17:49.3,0.936630606,19:43.7
3675,1411032,317515,112990,bicycle,Cafe Habana,Mexican,Black or Red Beans,1,Side Orders,04:59.0,40.7228417,-73.99411647,40.71089352,-74.00580088,43:16.4,49:47.7,02:08.5,12:29.4,1.653832152,16:52.2
3676,1309197,155555,142394,bicycle,Sushi of Gari 46,Sushi,Edamame,1,Appetizers,05:58.1,40.76065444,-73.98958275,40.7444652,-73.975611,37:32.6,51:23.4,03:42.5,22:11.9,2.150407994,32:20.2
3682,1324192,208514,145761,bicycle,California Pizza Kitchen,Pizza,Kids Original BBQ Chicken Pizza,1,Pizzas,06:02.0,40.74466624,-73.98334441,40.7413163,-73.9783844,43:07.5,50:36.3,02:56.4,10:31.9,0.560259062,15:04.3
3689,1362937,367051,36348,bicycle,RedFarm Hudson,Chinese,Five Flavored Chicken Dumplings (4),1,Dim Sum,04:41.8,40.73421385,-74.00620203,40.7241069,-73.99571,00:03:35,24:17.5,38:07.7,00:53:30,1.430146949,36:04.8
3692,1353266,215219,118095,bicycle,Empanada Mama (closed),Mexican,Spicy Chicken,1,Specialty Arepas,07:33.2,40.764217,-73.988321,40.748627,-73.970499,26:47.9,56:25.2,10:45.2,33:32.6,2.293941348,52:24.7
3697,1354211,347263,43955,bicycle,Dos Caminos,Mexican,Quesadilla Del Meracado,1,Lunch Especialidades De La Casa / House Specialties,03:26.9,40.74056694,-74.00542734,40.7356342,-74.0050767,21:19.9,37:10.8,46:30.3,50:40.9,0.548575212,20:01.5
3710,1367698,80531,88804,bicycle,RedFarm Hudson,Chinese,Seared Pork & Shrimp Dumplings (4),1,Dim Sum,05:32.6,40.73421385,-74.00620203,40.73444778,-73.99774194,39:39.8,48:46.6,14:36.5,19:38.6,0.715113588,14:08.9
3720,1451131,71894,116438,bicycle,Ed's Lobster Bar,Seafood,Lobster Roll,2,Lobster,02:57.5,40.72207939,-73.99751186,40.719722,-73.991858,14:50.5,30:50.4,40:10.9,47:24.2,0.544718676,23:13.2
3725,1300040,107909,124897,bicycle,Cafeteria,American,Build Your Own Omelet,1,Breakfast,11:55.4,40.74052771,-73.99808251,40.7342199,-73.9902554,22:46.4,33:11.2,01:50.7,11:01.1,0.963210423,19:35.2
3733,1354609,376499,61900,bicycle,Lucky Strike,American,Warm Lentil Salad,1,Lunch Appetizers,17:36.1,40.72207736,-74.00357097,40.7253635,-73.9973598,28:00.1,56:55.7,05:15.7,13:11.3,0.639166753,36:51.2
3745,1446720,68549,142394,bicycle,2nd Ave Deli,Deli,Mushroom Barley (Daily),1,Soups,09:38.0,40.74529931,-73.97913758,40.74366475,-74.00633376,32:07.8,46:21.3,23:56.6,44:51.9,2.304130229,35:08.8
3747,1461146,361701,52502,bicycle,Westville Hudson,American,1 Market Vegetable,1,Market Vegetables,06:20.6,40.72703111,-74.00751114,40.736902,-73.9821123,01:06.4,10:58.5,29:48.4,51:10.3,2.409359304,31:14.0
3753,1295691,97346,114469,bicycle,Osteria Morini,Italian,Garganelli,1,Pasta,15:03.0,40.72195256,-73.997737,40.7455209,-73.990467,10:24.9,13:01.8,39:49.3,55:19.9,2.688319132,18:07.5
3757,1452042,63096,65763,bicycle,Rubirosa,Italian,NY Strip Steak,1,Secondi,08:44.8,40.72274859,-73.99606192,40.73241632,-73.99929944,09:40.7,25:45.8,36:03.4,45:53.8,1.107880131,25:55.5
3761,1341861,39334,104533,bicycle,Old Homestead Steakhouse,Steak,Porterhouse Steak for Two,1,Steaks and Chops (dinner),05:29.7,40.74117178,-74.00488792,40.734397,-74.000786,03:26.8,17:34.3,35:23.5,43:06.5,0.828281939,21:50.5
3769,1488560,46859,157596,bicycle,The Meatball Shop,Italian,Classic Beef Hero,2,Heroes,09:25.4,40.72154512,-73.98884243,40.748147,-73.973097,37:39.3,39:00.5,00:04:52,20:42.6,3.239714434,17:11.8
3772,1406290,104130,18860,bicycle,Blue Ribbon Sushi,Japanese,Yasai Shoga,1,Osuimono (Soups),04:57.1,40.72610966,-74.00249186,40.718009,-74.004218,00:28:05,35:15.8,48:11.5,59:06.3,0.911311354,18:05.6
3779,1387589,298824,142301,bicycle,Mile End Deli,Deli,Breakfast Sandwich,1,Breakfast Menu,08:53.9,40.72588469,-73.99244785,40.727405,-73.991802,26:53.1,36:38.3,48:57.6,50:08.4,0.177426277,10:56.0
3783,1315385,183704,105468,bicycle,Lure Fishbar,Seafood,Brussels Sprouts,1,Dinner Sides,07:28.9,40.72463457,-73.99840236,40.73751918,-73.98083524,39:01.7,44:43.3,12:07.7,26:53.6,2.061434325,20:27.5
