,delivery_id,customer_id,courier_id,vehicle_type,pickup_place,place_category,item_name,item_quantity,item_category_name,how_long_it_took_to_order,pickup_lat,pickup_lon,dropoff_lat,dropoff_lon,when_the_delivery_started,when_the_courier_arrived_at_pickup,when_the_courier_left_pickup,when_the_courier_arrived_at_dropoff,distance_crossed
4596,1325463,127130,129289,bicycle,Momoya,Sushi,Gyoza,2.0,Hot Appetizer,03:49.9,40.78407726,-73.97762241,40.7668663,-73.960956,00:44:05.600000,00:48:01.800000,00:05:51.800000,00:24:32.400000,2.373297734266459
4598,1398214,351337,163796,motorcycle,Burger Joint,Burger,Cheeseburger,1.0,Menu,06:10.8,40.76407583,-73.97863253,40.75860421,-73.99135099,00:11:49.300000,00:18:08.100000,00:36:28.200000,00:48:34.800000,1.2338989895435
4603,1475937,318451,166448,car,Blue Ribbon Sushi,Japanese,Sake,2.0,Taiseyo (Atlantic Ocean),07:26.7,40.72610966,-74.00249186,40.7233295,-73.9915018,00:39:33.400000,00:40:01.800000,00:24:28.400000,00:33:21.200000,0.9784703320573263
4609,1362071,90113,106964,bicycle,Blue Ribbon Sushi,Japanese,Artic Char,1.0,Taiseyo (Atlantic Ocean),12:14.8,40.72610966,-74.00249186,40.736963,-73.9938435,00:48:11.100000,00:50:55.200000,00:11:44.100000,00:26:15.200000,1.4093854448144612
4611,1310414,208020,140684,bicycle,Haru Gramercy Park,Sushi,Spicy Sauce,1.0,Sides,05:20.8,40.73716106,-73.98873568,40.7470189,-73.99092197,00:04:51.200000,00:07:44.400000,00:40:34.100000,00:47:57.800000,1.1101678382348654
4613,1464215,167136,99219,bicycle,ilili Restaurant,Middle Eastern,Riz,1.0,Vegetables,05:12.5,40.74418795,-73.98753094,40.722229,-74.00885,00:54:55.200000,00:59:41.900000,00:19:02.500000,00:35:22.900000,3.03143156919466
4621,1276478,129597,104533,bicycle,Otto Enoteca Pizzeria,Italian,"Baby Spinach, Ricotta Salata & Truffle Honey",1.0,Salads,04:48.3,40.73206376,-73.99615467,40.7189779,-73.9923271,00:21:49.700000,00:33:07.400000,00:46:29.400000,00:55:45.400000,1.4887102415542934
4627,1356923,131093,127402,scooter,Asuka Sushi,Sushi,Chicken Tempura Maki,1.0,Maki Sushi Rolls,03:20.2,40.74552087,-73.99890832,40.744918,-73.977683,00:32:55.100000,00:54:14.500000,00:08:34.700000,00:27:30.600000,1.7939047534216486
4633,1309465,42781,132725,bicycle,Blue Ribbon Sushi,Japanese,San Daikon,1.0,Salads,03:34.9,40.72610966,-74.00249186,40.740235,-73.979647,00:15:04.200000,00:25:38.900000,00:39:01.300000,00:53:33.600000,2.486883093308089
4637,1485930,206039,108006,bicycle,sweetgreen,Salad,House Tea,1.0,Drinks,05:59.9,40.72132319,-74.00973201,40.7248778,-74.0061924,00:28:51.600000,00:47:29.500000,00:10:18.500000,00:16:06.900000,0.4952224048774094
4640,1400181,113238,145255,bicycle,Boqueria,Spanish,Bombas de la Barceloneta,1.0,Tapas,16:26.0,40.74011985,-73.99384674,40.76567781,-73.98816128,00:10:03.800000,00:18:02.800000,00:31:52.800000,00:46:07.100000,2.8785139910650726
4641,1481043,374826,65763,bicycle,Dos Caminos,Mexican,Mexico City Street Corn,1.0,Dinner Mas / Sides,07:51.7,40.74056694,-74.00542734,40.7230614,-74.0082801,00:35:49,00:57:44.200000,00:10:34.900000,00:20:29,1.9588482449852744
4650,1413966,49987,155234,bicycle,Parm,Italian,Chicken Parm,1.0,Sandwiches,03:39.6,40.72301983,-73.995854,40.739792,-73.9915947,00:13:22.100000,00:20:13,00:29:03.300000,00:41:38.100000,1.8969639465468473
4656,1431216,114919,117223,bicycle,Yama Japanese Restaurant,Japanese,House Salad,1.0,Appetizers,05:10.0,40.73587229,-73.98766462,40.7360169,-73.9955912,00:00:31.700000,00:07:18.700000,00:17:59.900000,00:26:28.300000,0.6697512522180971
4658,1469623,400766,143085,car,The Meatball Shop,Italian,Chicken,1.0,Naked Balls,06:10.1,40.77149125,-73.95633415,40.8089292,-73.9613646,00:40:26.600000,00:49:21.600000,00:17:28.400000,00:45:26.200000,4.179102361082905
4668,1488246,64963,157086,car,The Palm Too,Steak,Hash Brown Potatoes,1.0,Vegetables and Potatoes,10:24.8,40.75157468,-73.97091304,40.77037,-73.966006,00:00:50.300000,00:25:24.800000,00:35:59.400000,00:55:44.600000,2.127936240265199
4673,1351205,148649,3296,bicycle,Blue Ribbon Sushi,Japanese,Sushi Deluxe,1.0,Platters,10:10.9,40.72610966,-74.00249186,40.7209315,-74.0020702,00:30:00.100000,00:44:27.700000,00:10:48.500000,00:15:52.400000,0.5761296971321693
4678,1307918,128353,3296,bicycle,The Meatball Shop,Italian,Steamed Spinach,1.0,Green Market,03:50.5,40.71811007,-73.95754527,40.713596,-73.955399,00:38:49.100000,00:59:54.700000,00:09:47.100000,00:15:05.600000,0.5330758234032267
4681,1282272,97991,72941,bicycle,Blue Ribbon Sushi Bar & Grill,Japanese,Maguro,2.0,Taiseyo (Atlantic Ocean),10:21.7,40.76765291,-73.98292546,40.74882755,-73.99013895,00:02:41,00:11:48.200000,00:28:00.700000,00:45:08.700000,2.177474018310391
4687,1368732,241719,34667,bicycle,Sushi of Gari Tribeca,Japanese,Fresh Salmon,2.0,Nigiri Sushi,08:03.8,40.71672576,-74.00825065,40.7069298,-74.0086171,00:21:29.400000,00:32:54.400000,00:45:52.400000,00:53:46.900000,1.0882657431383
4688,1440633,99312,39733,bicycle,Pylos,Mediterranean,Horiatiki,1.0,Salates,07:07.6,40.726269,-73.984062,40.7436352,-74.0063309,00:14:21.700000,00:51:47.400000,00:04:06.500000,00:21:52.900000,2.693987581611671
4701,1478603,403019,91765,bicycle,S'MAC,American,Mixed Green Salad,1.0,Sides,03:13.1,40.74549045,-73.9794188,40.7564105,-73.9753091,00:07:30.500000,00:11:50.300000,00:24:59.100000,00:41:33.200000,1.2613504640442124
4713,1475804,282791,118659,walker,Taim Falafel and Smoothie Bar,Food Truck,Falafel Sandwich,1.0,Sandwiches,15:41.3,40.73595141,-74.00176042,40.74866436,-73.98691768,00:25:40.700000,00:58:19,00:08:08.900000,00:24:54.900000,1.8880406266381147
4714,1401304,68116,67103,truck,Blue Ribbon Sushi Izakaya,Japanese,Honoo,1.0,Platters,08:13.9,40.72197958,-73.98814821,40.72999941,-73.9936877,00:30:30.500000,00:47:48.300000,00:01:10.300000,00:22:12.800000,1.0060654798281425
4721,1389828,186976,118095,bicycle,Burger Joint,Burger,Cheeseburger,1.0,Menu,05:14.6,40.76407583,-73.97863253,40.7390776,-73.9936184,00:16:50.700000,00:36:32.700000,00:04:36.900000,00:28:57.600000,3.050900472059714
4725,1299270,255435,59184,car,Westville Hudson,American,Grilled Salmon Salad,1.0,Salads,11:37.0,40.72703111,-74.00751114,40.7435682,-73.9724053,00:39:08.500000,00:47:43,00:10:02.800000,00:28:14.800000,3.488004422632326
4732,1319741,47280,3296,bicycle,Sushi of Gari Tribeca,Japanese,Kampachi,3.0,Nigiri Sushi,05:34.6,40.71672576,-74.00825065,40.724888,-74.010099,00:01:19.100000,00:17:19.400000,00:24:10.400000,00:30:46.100000,0.9197592402539557
4737,1387511,137565,163850,bicycle,The Grey Dog - Mulberry,Coffee,Pancakes,1.0,Kid's Menu,02:39.2,40.723096,-73.995774,40.7311448,-73.9895774,00:03:57.100000,00:21:47.400000,00:30:10.500000,00:38:21.900000,1.035828961787298
4740,1418537,349206,156557,car,P.J. Clarke's,American,Mashed Potatoes,1.0,Sides,04:35.5,40.77196187,-73.98262024,40.782797,-73.984308,00:22:22.700000,00:26:22.400000,00:38:11.300000,00:44:54.700000,1.2116429853401776
4742,1400884,287666,164384,car,Caf̩ China,Chinese,Scallion Pancakes,1.0,Dim Sum,06:02.0,40.749902,-73.982187,40.808164,-73.9646964,00:04:42.800000,00:16:49.200000,00:22:09.700000,00:47:57.100000,6.636305641150289
4748,1307597,354719,105427,bicycle,Jack's Wife Freda,Mediterranean,Tuna Salad,1.0,Salads (breakfast/lunch),02:48.0,40.72198995,-73.9977479,40.72363706,-74.00235303,00:22:29.200000,00:38:02.300000,00:47:52,00:54:48.600000,0.4299219222911294
4758,1323343,359218,143085,car,The Meatball Shop,Italian,Vegetable,1.0,Naked Balls,17:48.9,40.72154512,-73.98884243,40.7245178,-73.9978552,00:26:45.700000,00:59:59.700000,00:16:18.900000,00:23:30.800000,0.8299335506188364
4759,1450104,97420,137297,bicycle,Yama 49,Sushi,"Tuna, Yellowtail, Avocado",1.0,Yama Special Dinner Rolls,05:45.9,40.75382474,-73.96852412,40.7677906,-73.9560982,00:05:08.600000,00:16:00.600000,00:22:33.600000,00:35:25,1.8724756757686836
4762,1338892,355523,128139,car,Lobster Joint Greenpoint Brooklyn,Seafood,New England Lobster Roll,1.0,Sandwiches,07:39.7,40.7354051,-73.95524025,40.71629775,-73.94715558,00:25:02.300000,00:38:25.200000,00:43:12.600000,00:51:40.800000,2.229066058700129
4764,1480465,101202,166974,bicycle,Burger Joint,Burger,Hamburger,1.0,Menu,13:23.2,40.76407583,-73.97863253,40.77612675,-73.97609461,00:19:01.500000,00:34:22.500000,00:47:42.700000,00:58:55.200000,1.3552930958382048
4765,1479727,259341,124030,bicycle,TAO,Japanese,"Chef �۪s Roll with Tuna, Salmon, Tobiko, Avocado",1.0,Special Rolls,05:02.2,40.76285776,-73.971619,40.77704272,-73.95878715,00:06:47.400000,00:30:48,00:44:07.600000,00:56:48.500000,1.9118092682618961
4770,1453942,125262,103194,bicycle,Barbounia,Mediterranean,Mezze Selection of Three,1.0,Dinner Mezze,04:08.9,40.73823004,-73.98783237,40.7300681,-73.9935436,00:17:11.400000,00:32:19.400000,00:40:10.300000,00:47:02.800000,1.026772622250567
4771,1314718,338878,93783,bicycle,Red Bamboo,Vegetarian,Barbecue Buffalo Wings,1.0,Appetizers,03:56.0,40.731383,-74.000286,40.7208336,-73.9800879,00:10:42.900000,00:11:03,00:24:27.500000,00:37:24.900000,2.0698204594609915
4772,1375213,82041,43955,bicycle,Lure Fishbar,Seafood,Lobster Croutons,1.0,Dinner Appetizers,07:06.0,40.72463457,-73.99840236,40.720479,-74.001549,00:10:02.900000,00:34:32.700000,00:44:23.100000,00:48:17,0.5325700706905832
4774,1476087,180821,157415,car,Cafe Orlin,Breakfast,Basmati Rice,2.0,Dinner Sides,07:20.8,40.72842473,-73.98727568,40.7212824,-74.0011755,00:00:34.600000,00:04:03.400000,00:22:57.200000,00:33:12.400000,1.417071827786497
4775,1317552,226466,102418,bicycle,One Lucky Duck - Juice & Takeaway,Vegetarian,Pumpkin Seed & Herb Salad,1.0,Salads,03:16.5,40.735725,-73.98712647,40.75260015,-73.97967179,00:01:39.700000,00:13:36,00:21:57.400000,00:32:28.400000,1.9769109696214522
4785,1480215,120353,153879,bicycle,Blue Ribbon Sushi,Japanese,Teriyaki Rib Eye Steak,1.0,Yakimono (Broiled Dishes),08:22.1,40.72610966,-74.00249186,40.7062843,-74.016943,00:27:36.200000,00:56:08.500000,00:08:58.900000,00:35:03.700000,2.5175175425118335
4792,1295691,97346,114469,bicycle,Osteria Morini,Italian,Beet,1.0,Crostini,15:03.0,40.72195256,-73.997737,40.7455209,-73.990467,00:10:24.900000,00:13:01.800000,00:39:49.300000,00:55:19.900000,2.688319131594417
4796,1446720,68549,142394,bicycle,2nd Ave Deli,Deli,Baked Beans,1.0,Vegetables and Sides,09:38.0,40.74529931,-73.97913758,40.74366475,-74.00633376,00:32:07.800000,00:46:21.300000,00:23:56.600000,00:44:51.900000,2.304130228809888
4798,1312871,322275,112990,bicycle,sweetgreen,Salad,Organic Lentil + Chickpea Soup,1.0,Soup,09:55.6,40.74507859,-73.98882151,40.75387282,-73.99303836,00:00:11.400000,00:11:14.800000,00:21:07.100000,00:33:57.600000,1.0394976582267392
4803,1362930,109107,7833,bicycle,Burger Joint,Burger,Milkshakes,1.0,Menu,02:56.6,40.76407583,-73.97863253,40.7477972,-73.9809609,00:03:30.900000,00:06:26.400000,00:24:25.700000,00:34:59.500000,1.8183899641136028
4808,1303890,221430,22502,bicycle,Han Dynasty,Chinese,Wonton in Chicken Broth,1.0,Soups,07:45.8,40.732213,-73.988072,40.7247628,-73.9934145,00:01:25.500000,00:28:38.300000,00:39:13.500000,00:45:47.400000,0.9424346577996777
4829,1463217,321041,175555,car,The Meatball Shop,Italian,Steamed Spinach,1.0,Green Market,04:17.8,40.77149125,-73.95633415,40.76751,-73.961754,00:00:39.800000,00:24:45.500000,00:31:11.100000,00:38:09.600000,0.6362784265956213
4830,1415367,129206,56776,bicycle,RedFarm Broadway,Chinese,Pork & Crab Soup Dumplings (4),1.0,Dim Sum,08:26.2,40.7821167,-73.9807391,40.7750569,-73.9778709,00:02:25.400000,00:37:00.600000,00:49:47.600000,00:59:12.700000,0.8205246269795988
4833,1423446,145581,113563,bicycle,sweetgreen,Salad,Kale Caesar,1.0,Signatures,08:15.8,40.72132319,-74.00973201,40.738321,-74.004715,00:22:47.800000,00:50:33.700000,00:02:23.900000,00:16:46.100000,1.9345810371493313
4837,1458607,148168,91807,walker,P.J. Clarke's,American,Simply On A Bun,1.0,P.J. Clarke's Hamburgers,05:00.5,40.75893876,-73.96853113,40.744452,-73.9899827,00:38:57.500000,00:48:36.400000,00:02:15.700000,00:16:20.900000,2.422787932620561
4839,1422876,82041,34667,bicycle,Osteria Morini,Italian,Three Meats,1.0,Meats,10:21.2,40.72195256,-73.997737,40.720479,-74.001549,00:31:41.800000,00:43:24.900000,00:00:40,00:05:50.900000,0.36125698309120685
4843,1324674,277898,99219,bicycle,Artichoke Basille's Pizza & Bar,Pizza,Artichoke Pizza,1.0,"18"" Pizzas",06:23.0,40.743982,-74.006678,40.7247218,-74.0080895,00:40:54.900000,00:51:18.800000,00:08:39.200000,00:21:49.300000,2.1421424772897817
4847,1348442,232359,44356,bicycle,The Meatball Shop,American,Ice Cream Sandwich,1.0,Desserts,05:04.9,40.73613088,-74.0006483,40.7407722,-74.0010762,00:12:21.200000,00:18:59.500000,00:40:49.400000,00:47:41.800000,0.5166789995340385
4848,1309062,116313,20217,car,Nobu Next Door,Sushi,Bigeye Tuna,1.0,Dinner Sushi & Sashimi,11:33.7,40.71938641,-74.0086925,40.7157878,-74.0148234,00:13:06.300000,00:52:59.100000,00:09:43.300000,00:24:27.900000,0.6542482270811666
4852,1435421,96800,104111,bicycle,Sarabeth's East,American,Goldie Lox,1.0,Eggs & Omelettes,03:52.8,40.78487734,-73.95592661,40.7751075,-73.9592038,00:36:37.600000,00:54:37.100000,00:04:11,00:12:47.900000,1.1196516471955855
4854,1297163,121663,142140,car,Bubby's ,American,Fried Chicken,1.0,Main Course,02:54.1,40.71996602,-74.0085433,40.73863802,-74.00186734,00:44:19.200000,00:55:37,00:09:57.100000,00:23:39.600000,2.1488307864036607
4875,1325958,103005,136851,bicycle,Yama Japanese Restaurant,Japanese,Nameko Soup,1.0,Soups,08:08.0,40.73587229,-73.98766462,40.7405728,-73.9821786,00:37:58.600000,00:51:31.600000,00:03:51.400000,00:10:40.500000,0.6979961777401061
4877,1454436,91817,123581,bicycle,Lucky's Famous Burgers,Burger,Lucky Double Cheddar,1.0,Lucky's Famous Burgers,05:10.5,40.74513125,-73.99815655,40.74012541,-73.99061104,00:34:51.100000,00:37:51.600000,00:51:11.100000,00:59:06.700000,0.8456808347807022
4893,1422280,369272,116881,bicycle,Blue Ribbon Sushi Bar & Grill,Japanese,House Salad,1.0,Salads,17:29.7,40.76765291,-73.98292546,40.767651,-73.966875,00:12:43.300000,00:38:05.600000,00:00:53.900000,00:13:31.500000,1.3551394766049314
4899,1449969,102010,175485,bicycle,TAO,Japanese,Spicy Tuna Tartare on Crispy Rice,1.0,Small Plates,06:37.8,40.76285776,-73.971619,40.7823315,-73.980419,00:54:04.100000,00:54:39.400000,00:19:28.200000,00:35:03,2.2866050192039555
4900,1449435,183520,66416,bicycle,Blue Ribbon Sushi,Japanese,Ikura,1.0,Taiseyo (Atlantic Ocean),08:22.6,40.72610966,-74.00249186,40.7324282,-74.0080594,00:06:33.800000,00:57:04.200000,00:05:23.200000,00:11:57.100000,0.8447199640479321
4902,1308018,146211,113822,bicycle,Yama Japanese Restaurant,Japanese,Salmon,6.0,Sushi & Sashimi,02:22.6,40.73587229,-73.98766462,40.7424126,-73.9843697,00:05:25.400000,00:06:01.200000,00:15:51.100000,00:26:23.400000,0.777790966475681
4903,1489715,252342,38597,bicycle,Westville Hudson,American,World Famous Bassetts Ice Cream,1.0,Desserts,06:10.5,40.72703111,-74.00751114,40.7324282,-74.0080594,00:23:33.400000,00:24:58.900000,00:42:48.300000,00:51:32.100000,0.6011266987608848
4906,1423368,132906,39733,bicycle,Sushi of Gari 46,Sushi,Teriyaki Sauce,1.0,Side Orders,08:41.2,40.76065444,-73.98958275,40.750741,-74.0022157,00:16:51,00:51:58.800000,00:08:18.700000,00:18:04.500000,1.5329635748758743
4913,1351824,105068,91021,bicycle,TAO,Japanese,Crunchy Spicy Yellowtail Roll with Crushed Onion,1.0,Special Rolls,03:53.2,40.76285776,-73.971619,40.7447833,-73.9860074,00:10:54.800000,00:11:47,00:30:37.200000,00:42:51.500000,2.3462831659472827
4915,1324784,165695,65763,bicycle,The Smile,American,Balsamic Chicken,1.0,Entrees,04:00.2,40.72641318,-73.99382114,40.724037,-74.00264,00:03:15.600000,00:11:55,00:30:46.100000,00:38:42.200000,0.7903963957346695
4918,1325454,75722,90681,bicycle,Osteria Morini,Italian,Cappelletti,1.0,Pasta,14:29.5,40.72195256,-73.997737,40.7598179,-73.98764,00:44:00.600000,00:48:58.300000,00:10:18.700000,00:28:59.600000,4.290517724810664
4919,1274483,143721,119839,bicycle,Hummus Place,Middle Eastern,Health Salad,1.0,Soup & Salad,04:17.7,40.732351,-74.003505,40.7451708,-73.9952138,00:22:11,00:24:23.300000,00:35:41.900000,00:46:41.700000,1.5865579274546877
4928,1447401,87188,175485,bicycle,Momoya,Sushi,Crispy Rice,1.0,Signature Roll,03:40.9,40.78407726,-73.97762241,40.7699242,-73.9611202,00:13:20.800000,00:21:12.900000,00:27:03,00:42:17.300000,2.100214653223787
4929,1451679,87006,103194,bicycle,Nobu Next Door,Sushi,Yellowtail Sashimi with Jalapeno,1.0,Dinner Cold Dishes,21:41.4,40.71938641,-74.0086925,40.73066111,-74.0096272,00:46:45.800000,00:54:25.500000,00:37:15.600000,00:48:41.900000,1.2545273970100392
4930,1348349,125565,120179,car,Dinosaur Bar-B-Que,BBQ,Original Pork BBQ Sandwich,1.0,Sandwich + 1 Side,32:25.1,40.8180821,-73.9609373,40.7552588,-73.9677232,00:03:24.400000,00:53:17.100000,00:03:19.200000,00:30:14.200000,6.99998668645617
4941,1437622,262058,140794,walker,Dos Caminos,Mexican,Traditional,1.0,Lunch Guacamole,05:20.2,40.75557964,-73.97086143,40.7794455,-73.9594879,00:28:02.500000,00:52:20,00:12:08.700000,00:17:59.300000,2.818891945154581
4951,1320775,56642,91932,bicycle,Bareburger,Burger,Barest Burger,1.0,Bareburgers,11:24.1,40.7684888,-73.95518219,40.775813,-73.958764,00:12:12.700000,00:27:51.400000,00:35:55.800000,00:45:03.600000,0.8677424485577306
4953,1441191,276192,154545,bicycle,Sushi of Gari Tribeca,Japanese,Fresh Salmon,3.0,Nigiri Sushi,05:44.9,40.71672576,-74.00825065,40.723729,-74.0040761,00:02:02.200000,00:30:44.800000,00:38:04.600000,00:46:01.800000,0.853943089051036
4959,1422642,124359,91932,bicycle,Beyond Sushi,Vegetarian,Nutty Buddy,1.0,Rice Paper Wraps,04:11.2,40.73281984,-73.98608565,40.7377251,-73.9965603,00:00:47.500000,00:14:13.900000,00:21:34.800000,00:27:27.500000,1.0390380845936056
4966,1439443,149268,57496,bicycle,Han Dynasty,Chinese,Kung Pao Style,1.0,Entrees,08:43.9,40.732213,-73.988072,40.7752032,-73.9502948,00:29:12.400000,00:36:26.600000,00:03:20,00:32:17.900000,5.741833278673421
4976,1461700,320187,99219,bicycle,TAO,Japanese,Edamame,1.0,Small Plates,05:07.4,40.76285776,-73.971619,40.78353229,-73.97607764,00:38:30,00:46:13,00:44:33,00:56:16.800000,2.326548417757882
4982,1432626,172730,104533,bicycle,One Lucky Duck - Juice & Takeaway,Vegetarian,Swan Greens,1.0,Pressed Juices,27:26.4,40.735725,-73.98712647,40.7168165,-74.0056525,00:45:37.600000,00:58:26.900000,00:20:08.400000,00:35:35.600000,2.618894688850104
4983,1490744,52256,38597,bicycle,Han Dynasty,Chinese,Dan Dan Noodle,1.0,Noodles,09:51.2,40.732213,-73.988072,40.732288,-73.987752,00:44:05.200000,00:51:58.400000,00:06:52.100000,00:08:06.600000,0.028285878423532425
4986,1464579,363496,158758,car,Cafe Mogador,Middle Eastern,Crispy Skin Salmon,1.0,Entrees,05:28.7,40.727293,-73.984517,40.72748662,-73.99169957,00:19:05.900000,00:25:25.900000,00:40:05.300000,00:54:14.200000,0.6071706630868489
4988,1435427,200631,118659,walker,Amy Ruth's,Southern,C. Virginia Fields Carrot Cake,1.0,Desserts,02:42.0,40.80254961,-73.95023268,40.798558,-73.93488,00:37:08.200000,00:52:15.500000,00:04:05.400000,00:14:26.700000,1.369317760050434
4995,1439831,395616,144719,bicycle,Parm,Italian,Chicken Parm,1.0,Sandwiches,08:23.9,40.72301983,-73.995854,40.73986877,-73.98520756,00:03:10.400000,00:35:10.200000,00:45:05.400000,00:57:59,2.075981561581557
5001,1472911,294992,108647,bicycle,sweetgreen,Salad,"Apples, Pears + Organic Cheddar",1.0,Signatures,04:28.8,40.74507859,-73.98882151,40.7355464,-73.9790128,00:02:35,00:34:59,00:44:23.100000,00:54:42.200000,1.344208952599597
5006,1356137,82041,133627,bicycle,Sushi of Gari Tribeca,Japanese,Sea Urchin,3.0,Nigiri Sushi,05:39.6,40.71672576,-74.00825065,40.720479,-74.001549,00:42:19,00:45:15.200000,00:06:05.400000,00:15:08.700000,0.7030918490238794
5009,1272867,141449,143261,bicycle,Luke's Lobster,Seafood,Lobster Roll,1.0,Rolls,05:52.6,40.77483281,-73.9544744,40.7741339,-73.964082,00:43:53.800000,00:58:01,00:05:21.500000,00:13:52.100000,0.8147910723931916
5013,1287281,209418,3296,bicycle,Izakaya Ten,Japanese,Tontoro,2.0,Meat,05:00.0,40.74721709,-74.00456083,40.78280437,-73.98386086,00:44:33.100000,00:45:49.600000,00:06:08.200000,00:24:35.600000,4.321175368458437
5015,1341364,100738,157975,bicycle,Mari Vanna,Eastern European,Homemade Blinis with Red Caviar,1.0,Hot Appetizers,16:22.0,40.73876871,-73.98864156,40.747098,-73.986641,00:18:11.500000,00:25:48.300000,00:04:08.600000,00:20:23.300000,0.9402657272701186
5021,1418310,354016,59348,walker,Gramercy Cafe,American,Half Pound Beefburger,1.0,Char-Broiled Burgers and The Carving Board,03:06.3,40.73524877,-73.98590405,40.7233295,-73.9915018,00:54:05.800000,00:58:28.200000,00:10:48.300000,00:21:22,1.405557590869939
5033,1375309,155124,33897,bicycle,The Meatball Shop,Italian,Spaghetti,1.0,Stick To Your Bones,03:55.3,40.74596311,-74.00169729,40.7443781,-73.990925,00:20:50.400000,00:31:19.400000,00:42:09.400000,00:52:08.400000,0.9266798800491137
5067,1383468,383688,54954,bicycle,Caf̩ China,Chinese,Kung Pao Chicken,1.0,Entrees,03:43.9,40.749902,-73.982187,40.73933828,-74.00367237,00:37:19.600000,00:56:02,00:02:49.200000,00:16:45.500000,2.160796160945261
5068,1326026,174528,128139,car,Blue Ribbon Brooklyn,American,Greek,1.0,Salads,04:24.6,40.67425095,-73.98229415,40.674762,-73.978746,00:44:59.600000,00:54:55.700000,00:08:45.800000,00:13:19.500000,0.3053087919948042
5071,1302722,362741,34804,truck,Dinosaur Bar-B-Que,BBQ,Jumbo BBQ Chicken Wings,1.0,Small & Shared Plates,07:34.7,40.8180821,-73.9609373,40.7628861,-73.963957,00:23:19.800000,00:47:13.800000,00:03:02.800000,00:50:02,6.134804478687842
5076,1410237,5693,84093,bicycle,The Meatball Shop,Italian,Spicy Pork,1.0,Naked Balls,03:46.8,40.74596311,-74.00169729,40.7457519,-74.0085954,00:14:36.500000,00:35:53.500000,00:41:43.600000,00:49:15,0.5830692187581866
5078,1348663,262058,139345,bicycle,Dinosaur Bar-B-Que,BBQ,Fried Green Tomatoes Original,1.0,Small & Shared Plates,04:35.5,40.8180821,-73.9609373,40.7794455,-73.9594879,00:35:53.800000,00:42:57.800000,00:07:12.700000,00:32:15.300000,4.292338333696196
5081,1274637,276883,139760,car,Blue Ribbon Sushi Izakaya,Japanese,Ebi Tempura,1.0,Maki,05:07.0,40.72197958,-73.98814821,40.72929674,-73.97924837,00:47:17.300000,00:59:02.200000,00:30:52.300000,00:38:43.800000,1.1070623613097863
5083,1410684,72720,112990,bicycle,Coppelia,Caribbean,Pollo a la Plancha,1.0,Main Courses,02:32.5,40.73893882,-73.99997433,40.721786,-73.998121,00:08:41,00:28:49.800000,00:35:08.200000,00:46:31.900000,1.911221876100603
5085,1475185,138966,172301,car,Lure Fishbar,Seafood,Miso Salmon Roll,1.0,Specialty Rolls,12:31.8,40.72463457,-73.99840236,40.7077634,-74.0138164,00:07:27.600000,00:13:35.800000,00:38:56.100000,00:49:14.300000,2.281739841203589
5086,1356981,232035,145255,bicycle,Balade,Middle Eastern,Beirut Beats Zaatar,1.0,Manakeesh (Lebanese Pizza),03:24.6,40.73047435,-73.98335015,40.7487007,-73.9742425,00:39:30.100000,00:40:55.600000,00:11:15.600000,00:23:54,2.165279211710317
5088,1289729,52832,32580,bicycle,Donburi-ya,Japanese,Moro Ume Mayo-Q,1.0,Appetizers,07:48.5,40.75446491,-73.9731457,40.778028,-73.953851,00:46:31,00:54:01.800000,00:46:36,00:57:49.500000,3.082346898015154
5096,1355623,140793,99219,bicycle,Red Bamboo,Vegetarian,Dragonfly Dumplings,1.0,Appetizers,07:56.4,40.731383,-74.000286,40.7180192,-74.0069736,00:01:36.600000,00:06:43.300000,00:22:33.200000,00:34:24.200000,1.5879452614153422
5098,1333543,138024,81285,bicycle,Cho Dang Gol,Korean,Dduk Kalbi Meal,1.0,Jung Sik,25:33.4,40.75024,-73.986505,40.7563749,-73.994512,00:23:03.300000,00:40:41.400000,00:18:31,00:29:12.200000,0.9598697919491607
5104,1301872,88078,137090,bicycle,RedFarm Hudson,Chinese,Steamed Lobster Dumplings (4),1.0,Dim Sum,19:42.9,40.73421385,-74.00620203,40.7476322,-74.0062985,00:45:20.700000,00:50:59.600000,00:24:51.900000,00:34:03.700000,1.4901153324764145
5109,1355978,80460,99219,bicycle,Rubirosa,Italian,Small Vodka,1.0,Pizza,06:12.5,40.72274859,-73.99606192,40.7233295,-73.9915018,00:13:09.900000,00:15:12.500000,00:40:32.600000,00:45:54.700000,0.3906314170757827
5112,1343403,208186,104533,bicycle,Blue Ribbon Sushi Izakaya,Japanese,Negi Hama,1.0,Maki,06:50.8,40.72197958,-73.98814821,40.71906001,-73.94875182,00:29:21.200000,00:52:49.900000,00:01:33.900000,00:21:39.500000,3.3443363631489307
5114,1291099,316402,69889,bicycle,The Meatball Shop,American,Classic Beef Smash,1.0,Smash,05:30.3,40.73613088,-74.0006483,40.7309732,-74.0058531,00:00:15.200000,00:05:49.100000,00:19:09,00:26:43.700000,0.7220477070726473
5121,1469200,377006,177847,bicycle,Sottocasa Pizzeria,Pizza,Marinara,1.0,Pizza Rosse (Red Pizzas),03:49.7,40.68853911,-73.98891129,40.678161,-73.995037,00:18:25,00:35:43.300000,00:44:33.400000,00:53:07.100000,1.2634647669775216
